"Class","Compound","WellName_R1","WellName_R2","Canx_F","Dnajc5_F","Egfr_F","Errfi1_F","Gapdh_F","Kpnb1_F","Myc_F","Nras_F","P53_F","Rab7a_F","Rpap3_F","RhoA_F","Sec16a_F","Slc2a1_F"
"Arginine deaminase","Cl-Amidine (hydrochloride)","C8","D8",1.81350912527795,0.909589255571465,0.725825050771101,0.995200756159673,0.917204809156298,1.0989452450553,0.933289126628832,0.833603715712095,0.955839556702218,1.03495550388874,2.00242304279571,1.2720747174994,1.7773642095447,1.02609988144556
"Arginine deaminase","F-Amidine (trifluoroacetate salt)","C9","D9",1.87862652529474,0.553997239262803,0.725059997878528,1.03659095191874,0.878271565670545,1.02401006831657,0.954784006566161,1.1154053753442,0.582166590411759,1.06238606250378,1.84982298399744,1.23799811886299,1.17944173091403,1.09390254124125
"ATM","Mirin","O8","P8",1.19907368961767,0.457593861652902,0.717829608859504,0.771610852267114,0.887458931797518,0.970865118752877,0.938148734414662,0.909463976840343,0.480861346143728,0.823950355464523,0.919202805166277,0.987874110929574,0.729491318810909,0.798892818568297
"Bromodomain","(_)-JQ1","I4","J4",1.94660047734894,0.55302391259666,0.795258238304013,0.95879155727769,0.856714135479935,0.811053334777744,0.975061214319819,0.888820777453914,0.581143772559203,0.82360752266871,1.05535445682052,1.11635647744515,0.949026633616001,0.868473398119106
"Bromodomain","(+)-JQ1","I3","J3",0.728147078831151,0.580232108198413,0.564465241116977,0.495947040600747,1.07041353399597,0.390641499031872,0.454263575971171,0.723909838947041,0.609735435733925,0.886769879191118,3.85999121411973,0.96730464423204,2.42338285725471,0.727037502765317
"Bromodomain","Bromosporine","C21","D21",0.794394472175676,0.229459173642619,0.837685809803619,0.670489526518279,0.953075358975916,0.672013010433902,0.462909778172622,1.04577010308997,0.241126589251566,1.08023854703172,2.51399696563438,1.07552680365629,2.75349107493,0.756494841467563
"Bromodomain","CPI-203","G15","H15",0.7104653780559,0.71491957482155,0.474062005566786,0.400816122927792,1.10725961955884,0.307270975629588,0.511185546147052,0.822083664916035,0.751271417609087,0.557816726829078,2.98792008834875,1.10435067363446,2.01617800252982,0.734155344418095
"Bromodomain","GSK2801","C22","D22",1.59224353263216,0.577404472794143,1.03621553460742,1.21792420867582,0.989135253869261,0.822312682198931,0.9578091215038,1.16225432114398,0.606764022258252,1.03150546369213,2.20429474743703,1.02721037371992,1.29757117619931,1.15088105547944
"Bromodomain","I-BET151","I2","J2",0.938776976467843,0.750374717144162,0.602123258658344,0.555006323936358,0.946237983844882,0.478286837981258,0.451807076154188,0.755958717999369,0.78852936377861,1.18233777488632,3.3793530441752,1.05956719485794,2.21042355588061,0.621533530566207
"Bromodomain","I-BET762","E2","F2",1.01238365745019,1.41870127367479,0.619073111965239,0.593672126832326,1.0021967100713,0.595307077876044,0.484331604577917,0.729375004182445,1.4908386265735,0.939256991029023,3.76120365352968,1.20006335723637,2.68438756064111,0.94316514725978
"Bromodomain","OTX015","G19","H19",0.930480557938658,0.377612440214955,0.58699390138352,0.494314244211466,1.27533225408338,0.402576489533011,0.553070634428825,1.02476820719123,NA,0.705871733706972,3.94781497564918,1.10428570901365,1.9035048568827,0.875788654149251
"Bromodomain","PFI-1","G8","H8",0.801315731367018,0.500751338392715,0.725683043460337,0.791002982917192,0.790127296086905,0.726454516232723,0.593077520429411,0.877956607434823,0.526213270853362,0.809967610487354,1.99868662039714,1.09647182147595,1.78083854918022,0.85615474965939
"Bromodomain","PFI-3","E21","F21",1.99849803197177,0.425029491216883,0.939883056537495,1.00788015635514,0.999271838036864,1.10032529063538,0.950143018463782,1.07844730145486,0.446641160261809,0.968283960841052,1.70225470271959,1.13741140141747,1.63162365479612,0.970830082734048
"Bromodomain","RVX-208","I17","J17",1.07083003375562,0.469757243950793,0.917038728158366,0.917176617520541,0.934934861645966,0.760612105445398,0.845808901009096,1.11714645467506,0.493643205507613,0.941824618768935,1.65724945600854,1.03867218558255,0.933549601482879,0.89780100977996
"Demythylase","2-PCPA (hydrochloride)","M14","N14",0.849327393453299,0.913384423453931,0.98846763172481,0.936210605129098,1.00959443220703,0.640917840100795,0.944516833820315,0.955310756765637,0.959827699222776,1.01264602717907,1.10313623312573,0.908397705557708,0.967041079290323,0.936402493083376
"Demythylase","Daminozide","K6","L6",1.39452337295836,0.54123583550424,0.781547715757291,0.961574662226801,0.951109697670643,0.713241676228168,0.936871405981492,0.837473218204905,0.56875630171632,1.06336263052945,1.49539026407634,1.0945854693934,0.594497118849888,0.992741668830614
"Demythylase","GSK-J1 (sodium salt)","K7","L7",1.76859979306061,1.223710629458,0.791797710568612,1.03704702222675,1.0194376491774,0.897715530166842,0.932174465896673,0.83929407388508,1.28593320383722,1.02391712303715,1.20469247217506,1.15671801061311,0.743978584148085,0.835491053701405
"Demythylase","GSK-J2 (sodium salt)","K8","L8",1.30629856023213,0.428678598220984,0.803803964441057,0.932183148631049,0.971990620656487,0.760412139507486,0.940860112236352,0.789065853259439,0.450475815079678,1.02362295248797,0.854188519630363,1.05966229664694,1.0025575365254,0.8739169731347
"Demythylase","GSK-J4 (hydrochloride)","K9","L9",1.28805322292359,0.581453617339712,0.794706180344478,0.938375381137766,0.945255195551756,0.834936778449698,0.967234733031291,0.974745694950903,0.611019055509528,1.01063955668666,0.783281051888804,1.02237871241068,1.30328290097403,0.893893570239587
"Demythylase","GSK-LSD1 (hydrochloride)","I21","J21",1.26551285576457,0.398863539086178,1.02526607801868,1.1479218917599,1.05280218179524,0.727559712610534,0.930667712000903,1.3257912375628,0.419144735988865,1.1052323274915,1.38602571795887,1.09585097830252,1.3864612028179,0.965136669742825
"Demythylase","IOX1","I9","J9",1.5909499286335,0.748984510530823,0.853711050852727,0.886044244274535,0.895600811550673,0.882663761944417,0.964679637475194,0.760714554737119,0.787068468693407,1.05583761979429,0.77083475466681,1.12017743680486,0.732559182911281,0.98948332045257
"Demythylase","JIB-04","E22","F22",1.63015043611005,0.831080312212884,1.28947838363053,1.82479395612187,1.41589467085013,1.0989385820964,1.01075039440578,1.43470285863507,0.873338633172861,1.20435046732377,1.46259750001556,1.18343332098486,1.68687340887741,1.4028528137942
"Demythylase","Methylstat (hydrate)","G3","H3",1.3650328317748,0.545976036435476,0.875783234886559,0.992033512620397,0.874337941938412,0.853334662256303,0.702073196409288,1.00531742188011,0.573737529813551,0.837418750127351,1.11677443642812,1.0684845155968,0.908253462231147,0.555183349860156
"Demythylase","N-Oxalylglycine","C14","D14",1.47345271994301,0.896520841667,0.705361082073683,0.857449200514516,0.883564602218502,1.06440081402606,0.947389756082703,1.08985735946038,0.942106647175492,1.06818060922925,1.91387048058937,1.15996058704289,1.67543148997296,1.06146684377547
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","A16","B16",1.62413782642509,0.659520342801075,0.962024841457466,1.07973159088047,0.951373116899473,0.812453832791051,1.00594344690648,0.894643660953863,0.693055275485876,1.20687630460757,1.47150159824664,1.16050417538454,1.0885566006051,1.10672531599686
"DNMT","5-Azacytidine","G9","H9",0.40033444035668,0.878622729809214,1.21147729466102,1.39741999398817,0.519385754810171,0.972895468506631,0.775786915836426,1.08802690963963,0.923298461833411,1.08336158783061,0.248539260530918,1.06874354774367,3.26512514156128,0.781865941135893
"DNMT","6-Thioguanine","G16","H16",2.25401416725394,0.463137446459268,1.06166753156893,1.59449251483155,0.591193058490677,0.602785598225055,0.901893467460155,0.983788724399842,0.486686808143637,0.941892089389906,0.743831414621464,1.16660955318459,2.42606727096194,0.628906172215838
"DNMT","Decitabine","G11","H11",1.29189234421037,0.944127557976323,0.672138740524029,0.751953848333447,0.906745607255896,0.715972118340505,0.863236209197565,1.01110343377853,0.992134043975119,0.724834309521877,0.789787782633201,1.08542186601814,1.33383601081795,0.928267401629302
"DNMT","RG-108","A15","B15",1.62863473605227,1.00477908767654,1.00717336471757,1.0241214641527,1.06661184218447,0.81518297686531,0.947671301099634,1.00967361900584,1.05586954976179,0.963526085477305,1.65876186887482,1.19211418255938,1.2497056586002,1.2057404684554
"DNMT","RSC-133","K18","L18",1.01742231187804,0.362110360167103,0.886732899595569,0.928614658993439,0.878197560475056,0.69651303442009,0.940561201392116,0.79108407319292,0.380522751362041,0.89225562748661,0.78812321920642,1.17925314929585,1.02720988841365,0.996270746369422
"DNMT","S-Adenosylhomocysteine","A17","B17",1.55499531063395,0.541119396898454,1.04634157085591,1.16752706363885,0.983524836247606,0.837911909759552,0.978145015224787,1.0757467670582,0.56863394250346,0.924351566673897,1.2389470159582,1.06813658344809,1.07379797153623,1.12166350085575
"DNMT","SGI-1027","G10","H10",1.40764801910544,0.685927875043232,0.641477177186463,0.833217280357403,0.847060926426674,0.837544943755723,0.914988921369877,0.90364187849922,0.720805563604752,0.607955164976659,0.816810901064517,1.04598708478842,1.22498443190855,0.925942311552106
"DNMT","Zebularine","E8","F8",1.82429212978374,0.61595341311799,0.754811616120968,0.940327185770685,0.866048032924707,0.930593851469507,0.960500004542848,0.771318115192451,0.647273078191786,0.921278032162371,1.57377344877345,1.13542071959577,1.06457348340042,0.959088305248743
"GPCR","Suramin (sodium salt)","G5","H5",1.81145428807272,0.769438414532262,0.848366745068612,0.987750532100472,1.07618012835962,0.8801762867281,0.975759566524398,0.913688907859108,0.808562401711869,0.94049810642047,1.42538586609287,1.18427929132422,1.1402266040735,0.924085189974673
"HAT","Anacardic Acid","M10","N10",1.11028394713615,1.79447522576113,0.707272367684226,0.763720649399577,0.934520721188145,0.871643713795272,0.960842579803972,0.894953016790699,1.88571972876593,1.00981111641578,0.892306988780502,0.941616891547484,0.783352143214285,0.836164757297494
"HAT","Butyrolactone 3","M4","N4",1.104125847498,0.604083605170956,0.655014573053559,0.912574612786494,0.962107584285963,0.761907410675239,0.980287782436143,0.936563731156668,0.634799720688123,0.925111590797853,1.29412328015961,1.08656017762163,0.577916394256953,0.752653135024797
"HAT","C646","A8","B8",1.75064775603594,0.832449386398217,0.930813971547194,0.897598592891188,0.884935961230099,0.827806391373754,0.991948973917412,0.963017012020752,0.874777321299821,1.03700771798141,1.71484555051841,1.16354729054269,1.77823661912748,1.11977083817918
"HAT","CAY10669","E7","F7",1.7512117511859,0.782378430428502,0.792336819963181,0.955011208955755,0.893419047860082,0.933509884862096,0.950148463024579,0.908653781473618,0.822160384518087,0.994311270200915,1.81316988136786,1.14321955550281,1.56675181864483,0.965388600252462
"HAT","CPTH2 (hydrochloride)","K11","L11",1.13061646325162,0.71118555970506,0.852870759362154,0.937958538628248,0.893334993936188,0.435494527788744,0.98286025807894,0.93013489174058,0.747347537317181,0.88549872342242,0.708726724072954,1.08721136826305,0.869451274812978,0.907084132968876
"HAT","Delphinidin (chloride)","E9","F9",1.44231895911453,0.888533138484823,0.85810381249187,0.849260107527403,1.0513865898993,0.698718429794306,0.959443364750384,0.756320512907054,0.93371278959422,0.938374221963272,1.24443797427367,1.1231830261414,1.19081352135801,1.05077585335486
"HAT","Garcinol","A10","B10",1.86974817018439,0.381654055489181,0.926954251422336,0.890905753882882,0.864237948555482,0.899304109523746,1.00422317196905,0.798762274779817,0.401060193903885,1.01636793620378,1.45214254571246,1.30025081297061,1.4732317833805,1.05916907417013
"HAT","I-CBP112 (hydrochloride)","E14","F14",1.21925269094854,0.633081896551726,0.844327508879147,0.721518036072614,0.85700141517433,0.761920436641259,0.832441228451503,0.728309575999145,0.665272501461136,1.06312395119436,1.78743366398711,1.03176133305468,1.8993325309835,1.02103350228379
"HAT","SGC-CBP30","E15","F15",1.19998577777863,0.774121301882022,0.81806648855921,0.845250822200464,1.13141606064996,0.800116899312944,0.865300508929395,1.0209090501189,0.813483401977718,0.958864606046391,2.70774988359394,1.16455702305066,2.28786986815559,0.985178081143893
"HDAC","2-hexyl-4-Pentynoic Acid","E20","F20",1.60177286850762,1.30317105234974,0.958601873738991,1.10150500119295,1.02602370406106,0.868513805094687,0.970262253617282,0.905304047469508,1.36943398721498,1.32834890560513,1.22153819209604,1.18423949608229,2.0068142644256,1.12650245974143
"HDAC","4-iodo-SAHA","A6","B6",0.631766620205623,0.78003120124805,0.824844392395889,0.771742880832494,0.684424687773552,0.322544098585024,0.326407163044339,0.523149205369042,0.819693804701341,1.09419166544863,2.64554235166124,1.08365117964217,2.18622011243962,0.658200720122873
"HDAC","Apicidin","C4","D4",0.73276618702261,1.06159512788099,0.21934226372837,0.424641031522871,0.731843412973489,0.0888369788348553,0.194627081971437,0.474765742157503,1.11557454116308,0.807796539503857,2.30789698711884,1.0461487014901,1.96898819504845,0.450116438766067
"HDAC","BML-210","K19","L19",0.266870431819348,0.701256632729377,1.07376557578503,0.991448631896063,0.802564055564386,0.570809294076696,0.728335166080929,0.926575632701803,0.73691374964782,0.950559214860493,1.44223860905006,0.972141044744588,0.637394109727372,0.747687906711281
"HDAC","BRD73954","K13","L13",1.07682990146652,0.757830186807028,0.919180158518733,0.827278805693871,0.84207391551941,0.700035885849116,0.940543056892672,0.999085030571379,0.79636392511925,1.08329054937223,0.73026910354627,1.07505521355259,1.05280924403596,0.921756059730297
"HDAC","CAY10398","K17","L17",0.380306361122474,0.662190478409202,0.963023335621139,0.831942423097312,0.691213669761951,0.668187160182693,0.288362236781456,0.720005709219693,0.695861180701195,0.622535370691577,1.82191221039869,0.85072126916531,1.59834644833951,0.428477534723975
"HDAC","CAY10603","O2","P2",0.486245514553393,0.778900600877462,0.326716345238153,0.518607714466874,0.902492201995627,0.141837603426717,0.319336938222808,0.616404922246237,0.818505716176316,0.976409588941114,2.23830569856652,0.866999113270279,0.970411486451281,0.529840281527945
