"WellName","Canx","Egfr","Errfi1","Gapdh","Kpnb1","Myc","P53","Rab7a","RhoA","Sec16a","Nras","Dnajc5","Rpap3","Slc2a1"
"A10",0.397897066961815,0.859340659340659,0.788546255506608,0.779467680608365,0.985138004246285,1.14457831325301,0.0266544117647059,0.823770491803279,1.42,0.183035714285714,0.315352697095436,0.0946502057613169,0.123628383321141,0.290928050052138
"A11",0.373557187827912,0.979638009049774,0.725806451612903,0.754749568221071,0.89945652173913,1.19744160177976,0.1,0.912955465587045,1.47072599531616,0.149895905621096,0.348648648648649,0.161844484629295,0.177745664739884,0.276
"A13",0.171457387796268,0.812080536912752,0.895555555555556,0.763747454175153,0.4,0.754524886877828,0.0196078431372549,0.717149220489978,1.07435254803676,0.0630391506303915,0.427152317880795,0.117294520547945,0.223374827109267,0.193949216639654
"A14",0.368977673325499,0.968553459119497,0.853080568720379,0.871739130434783,1.06117647058824,1.09263521288838,0.0454545454545455,1.10121457489879,1.33362218370884,0.132785763175907,0.404564315352697,0.13614262560778,0.201822004204625,0.282178217821782
"A15",0.337734890807517,0.908675799086758,0.921658986175115,0.984014209591474,0.959885386819484,1.03348961821835,0.0425531914893617,0.795555555555556,1.32281553398058,0.1328125,0.472668810289389,0.158679446219382,0.180316586373021,0.326404494382022
"A16",0.306164034640856,0.920987654320988,0.956185567010309,0.816872427983539,0.926441351888668,1.08505611340815,0.0347155255544841,1.06744186046512,1.31026615969582,0.117962466487936,0.37344398340249,0.0946372239747634,0.163850110213079,0.294631710362047
"A17",0.346348884381339,1.06857142857143,1.06526806526807,0.940936863543788,0.834666666666667,1.05006031363088,0.0754716981132075,0.843230403800475,1.16763005780347,0.12035010940919,0.533123028391167,0.103762827822121,0.163086714399364,0.305251009809579
"A18",0.347083087802004,0.930120481927711,0.925407925407925,0.943127962085308,1.08943089430894,1.04010025062657,0.0180940892641737,0.874493927125506,1.13766434648105,0.144561403508772,0.344202898550725,0.0806142034548944,0.123361603700848,0.28842504743833
"A19",0.178997613365155,0.882743362831858,1.00801603206413,0.825,0.88,1.14459224985541,0.137755102040816,0.908866995073892,0.93816631130064,0.123198847262248,0.395454545454545,0.13307240704501,0.193617021276596,0.309120699071546
"A2",0.392818863879957,0.786407766990291,0.976086956521739,0.974499089253188,1.06772908366534,0.943116240725474,0.0127915726109857,0.984649122807018,1.00086355785838,0.157122905027933,0.286069651741294,0.137745974955277,0.103521126760563,0.316666666666667
"A20",0.40785498489426,0.715746421267894,0.890380313199105,1.05811623246493,1.05749486652977,1.07094972067039,0.031866464339909,1.20761904761905,1.34762275915822,0.199731903485255,0.464285714285714,0.108050847457627,0.19248217757615,0.339094159713945
"A21",0.202836269875376,0.845605700712589,0.872093023255814,0.827935222672065,1.14463840399003,0.983964079538165,0.0467706013363029,0.979910714285714,1.1846877098724,0.200571428571429,0.645367412140575,0.0829732065687122,0.118614210217264,0.271317829457364
"A22",0.367095691102406,0.863425925925926,0.930711610486891,0.837837837837838,0.962890625,1.076,0.029504741833509,0.898678414096916,1.23898858075041,0.164776517678452,0.402173913043478,0.102771362586605,0.148754448398577,0.273881499395405
"A23",0.325125909345271,0.944915254237288,0.921700223713647,1.00806451612903,1.29540481400438,1.0875,0.0808383233532934,1.00997506234414,NA,0.109442060085837,0.479508196721311,0.223978919631094,NA,0.246659242761693
"A3",0.39119804400978,0.878281622911695,0.922737306843267,0.971428571428571,0.836206896551724,1.04846103470858,0.0386100386100386,0.797356828193833,1.35492010092515,0.128030303030303,0.519893899204244,0.23489932885906,0.129969418960245,0.276058117498421
"A4",0.154666666666667,0.142284569138277,0.38716814159292,0.551470588235294,0.13519313304721,0.179708222811671,0.0228734810578985,0.771371769383698,1.1718875502008,0.260385756676558,0.206827309236948,0.162812210915819,0.285714285714286,0.143839541547278
"A5",0.339460080413555,0.978823529411765,0.839366515837104,0.77196261682243,0.927613941018767,0.966599866399466,0.0498812351543943,0.966233766233766,1.36943231441048,0.146533238027162,0.312039312039312,0.190402476780186,0.155731795241528,0.313926940639269
"A6",0.150609756097561,0.844387755102041,0.642058165548098,0.514450867052023,0.321316614420063,0.325788751714678,0.0242369838420108,0.785407725321888,1.17676348547718,0.25832223701731,0.259842519685039,0.0967238689547582,0.211960635881908,0.202959830866808
"A7",0.343016759776536,0.947004608294931,0.829827915869981,0.831192660550459,1.10869565217391,1.09717097170972,0.0289655172413793,0.908415841584158,1.19725141471302,0.20853743876837,0.509283819628647,0.169421487603306,0.15307582260372,0.295031055900621
"A8",0.361786319954777,0.884231536926148,0.735023041474654,0.8052738336714,0.909677419354839,1.09276315789474,0.0211202938475666,0.854867256637168,1.22813990461049,0.173638516179953,0.44980694980695,0.106732348111658,0.157645466847091,0.297971014492754
"A9",0.321564367191744,0.87,0.776595744680851,0.826168224299065,0.744047619047619,0.878562577447336,0.0159817351598174,0.766816143497758,1.16732438831886,0.160956690368455,0.424242424242424,0.141479099678457,0.178674351585014,0.23217341699943
"B10",0.421052631578947,0.883333333333333,0.677884615384615,0.788259958071279,0.849442379182156,1.02454373820013,0.029723991507431,0.926415094339623,1.44835329341317,0.120450033090668,0.382765531062124,0,0.17841726618705,0.26619488296135
"B11",0.324082784571966,0.926624737945493,0.656818181818182,1.03311258278146,0.863517060367454,1.04530313124584,0.0754716981132075,1.03072625698324,1.38537970191625,0.124165554072096,0.361581920903955,0.167429094236048,0.154624277456647,0.309357097390197
"B13",0.150721539283805,0.764705882352941,0.817567567567568,0.680851063829787,0.525316455696203,0.770423375074538,0.0391949152542373,0.859605911330049,1.13950177935943,0.054127198917456,0.427848101265823,0.103125,0.217966573816156,0.201646090534979
"B14",0.371062992125984,0.909255898366606,0.719047619047619,0.892644135188867,1.10729613733906,1.03493449781659,0.0274079874706343,1.14541387024608,1.31244239631336,0.103242320819113,0.347978910369069,0.134361233480176,0.22089552238806,0.310602024507192
"B15",0.375607123583378,0.984810126582279,0.764044943820225,0.950819672131147,0.703087885985748,1.01348039215686,0.0399515738498789,0.863636363636364,1.30698835274542,0.124626865671642,0.409785932721713,0.0905057675244011,0.164705882352941,0.307814992025518
"B16",0.405208333333333,0.887619047619048,0.821052631578947,0.908918406072106,0.730964467005076,1.08778173190985,0.0175925925925926,1.01079913606911,1.24980605120248,0.106280193236715,0.408474576271186,0.0689238210399033,0.142222222222222,0.287505805852299
"B17",0.334739061676331,0.898550724637681,0.856481481481482,0.843177189409369,0.87467362924282,1.06273291925466,0.0562913907284768,0.748502994011976,1.18867924528302,0.100852272727273,0.407079646017699,0.0304347826086957,0.0946142649199418,0.284743991640543
"B18",0.266157760814249,0.766467065868264,0.714953271028037,0.87363834422658,0.910179640718563,0.964242424242424,0.0232088799192735,0.831067961165049,1.34532924961715,0.165740740740741,0.336734693877551,0.0522875816993464,0.12417823228634,0.292641186537365
"B19",0.223367697594502,0.808126410835214,0.965831435079727,0.923694779116466,1.05612244897959,1.17096931320019,0.0547945205479452,1.03241895261845,1.04035216434336,0.143410852713178,0.453074433656958,0.116197183098592,0.229822161422709,0.277570591369206
"B2",0.347875354107649,0.75751503006012,0.926680244399185,0.835616438356164,1.1523178807947,1.05566218809981,0.0390824129141886,1.0495867768595,1.39437984496124,0.141474311243485,0.402482269503546,0.129988597491448,0.136896046852123,0.24384236453202
"B20",0.37396694214876,0.845213849287169,0.579787234042553,0.810096153846154,1.02100840336134,1.01900739176346,0.0384615384615385,1.10994764397906,1.22779605263158,0.186891054030115,0.440347071583514,0.14527027027027,0.179767600820232,0.324451410658307
"B21",0.214794520547945,0.687732342007435,0.715404699738903,0.98034398034398,1.05913978494624,0.937931034482759,0,0.988200589970501,1.06622073578595,0.211277658815132,0.643504531722054,0,0.0781974817760106,0.234141791044776
"B22",0.300610376398779,0.976363636363636,0.836585365853659,0.906103286384977,0.954091816367265,1.03880803880804,0.024,0.96969696969697,1.31518624641834,0.155996393146979,0.436853002070393,0.0679245283018868,0.196710075394106,0.261300309597523
"B23",0.320040383644624,0.892768079800499,0.849256900212314,0.96316758747698,1.0774818401937,1.08,0.0674846625766871,1.03376623376623,NA,0.105809128630705,0.534136546184739,0.145701357466063,NA,0.276621058893516
"B3",0.368325242718447,0.846938775510204,1.08316831683168,0.861460957178841,1.15929203539823,1.05396174863388,0.048780487804878,0.763796909492274,1.41033138401559,0.134770889487871,0.427312775330396,0.0803212851405622,0.135667396061269,0.239683933274802
