"WellName","Canx","Egfr","Errfi1","Gapdh","Kpnb1","Myc2","P53","Rab7a","RhoA","Sec16a","Nras","Dnajc5","Rpap3","Slc2a1"
"A10",25.6657126458037,155.547072845953,161.010408,160.5456165,157.124638986784,112.030528141783,85.9089148148148,156.055358928571,34.7535939448441,14.9154043060498,102.433508108108,93.0394454545455,22.433037030303,28.9039652564103
"A11",26.1589383189655,161.954089125296,172.077500852273,155.002999765808,155.422189164087,112.538996870555,NA,148.693598866213,35.548639815818,14.2034213190348,101.1834288,102.325030285714,22.444071375,29.1666454545455
"A13",24.8131179819277,160.111891830986,172.324661577608,154.365327247956,145.560841573034,85.2637503062787,91.59469375,140.303565923567,31.3190438492064,13.9074118763054,106.607688,102.379843609023,22.4800520634921,27.1097051282051
"A14",26.2483255700326,173.841274336283,176.445290625,172.126068030691,173.178365079365,109.196967275658,86.7887647058824,150.871669172932,35.9381897876576,14.5275466315789,104.930233507853,99.0151548780488,23.71047,27.0866704590818
"A15",25.5033384024578,161.218039487179,197.950619132653,177.419068265683,172.808525993884,102.748993315685,98.46405,154.968381142857,35.1931601499063,14.2862081420765,111.969559440559,103.584591034483,22.859422265625,31.0303089806678
"A16",25.0209895059625,158.857720547945,187.67489476584,170.190021079692,171.033844298246,103.277540355753,82.1458128342235,165.768385523385,34.0435805572021,14.6202262722859,104.924101136364,100.173356818182,22.2933041935484,30.051745021645
"A17",25.5256182361734,179.664829508197,197.818172706935,174.500275884956,165.781563934426,107.321933958944,99.198365674,156.863962247839,31.9088803468208,14.5244619282634,108.48376458498,100.745943820225,22.3664918592965,27.2033340425532
"A18",25.2206424610052,164.665062962963,186.828186632391,183.979428461538,172.200639503817,103.807757257073,76.8050935449231,148.556020379147,31.5879211380985,14.4471504,103.784148387097,98.3521536585366,21.1118716666667,28.9805371973094
"A19",23.4496302380952,162.182395907928,203.19347413442,172.714247938144,165.541237745098,110.073448994327,89.98175674074,166.371889196676,27.8218143962848,14.9544679041916,103.407855294118,100.147040909091,21.925456928839,30.930763898917
"A2",25.6023663598326,154.756963037975,211.947098861048,177.902040152964,170.710861641221,108.207478839286,70.2295011655067,161.508205922551,31.6722030748899,14.5056497260274,90.0804081081081,96.619066,21.3463015384615,27.9005521153846
"A20",25.5721191919192,150.797854385965,178.423169487179,183.870106976744,171.704902584493,103.404974746937,106.6601375,164.405210967742,33.3037055522741,14.5914113356164,102.094782894737,99.8241336734694,22.6647614776632,29.7217371274686
