"Class","Compound","WellName_R1","WellName_R2","Canx_M","Dnajc5_M","Egfr_M","Errfi1_M","Gapdh_M","Kpnb1_M","Myc_M","Nras_M","P53_M","Rab7a_M","Rpap3_M","RhoA_M","Sec16a_M","Slc2a1_M"
"DNMT","SGI-1027","G10","H10",1.13514070007576,1.04918922590831,0.899756802917071,0.911195934633941,0.94296974922062,0.984367429342806,0.986600429564661,1.03933772745702,0.949033282469273,0.933130417647238,1.05799902031345,1.07317825981343,1.01110925440569,0.998522318071132
"DNMT","Zebularine","E8","F8",1.13268043750943,1.04865505851165,0.917041160839948,0.981034894711144,0.92035787478207,0.9743617752518,1.00723185967879,1.01285758734343,0.992118973866373,0.948579790229329,1.0997173031127,1.15263563742279,1.0129203527546,1.00959056163111
"GPCR","Suramin (sodium salt)","G5","H5",1.09830035965136,0.986067552774777,0.919753700350736,0.974990594585729,0.970302080347788,0.984501600679001,0.990022487465031,0.989924888753023,1.01426381875602,0.946044398726022,1.07143259206543,1.13542916910724,1.0314772516498,0.99778685152149
"HAT","Anacardic Acid","M10","N10",1.05804601193516,1.03373174649083,0.896709164775979,0.876198205987035,0.979389755121477,0.999261385708963,0.954691674729648,0.997522868028847,1.1389606375009,0.99183878585364,1.05530791863313,0.98305632784929,0.994945157883838,0.975134765244034
"HAT","Butyrolactone 3","M4","N4",0.959868002927316,0.978570027125443,0.864631634568819,0.926056495603033,0.941429957790554,0.91111454685871,0.971755272311651,1.0076762165795,1.08438080855019,0.981261588398384,1.00876303000566,1.00680051056536,0.957515010847808,0.921411888816555
"HAT","C646","A8","B8",1.14102394460189,1.07905750901933,0.99389309057996,0.93729775881931,0.973018611656315,0.968726596878686,1.08017836997506,1.10819370414472,1.10336281518299,1.0389145425365,1.08987979595867,1.27599957721249,1.07155324294827,1.12764485185588
"HAT","CAY10669","E7","F7",1.11183109085706,1.02126425358301,0.913868400785012,0.963417370591851,0.976724388306232,1.01711426344548,0.984068687721786,1.02096353570978,NA,0.957542839382561,1.16089739419626,1.10897164805499,1.01427363325585,1.0162009076373
"HAT","CPTH2 (hydrochloride)","K11","L11",1.07325608192276,1.0045352602436,0.958569814808656,0.961496754242245,0.9601369265117,0.85262696305945,0.96174828659423,0.981200491844454,0.977590386091805,0.982598688613647,0.999062412253261,1.0536281198825,1.00056582464821,1.00626102258867
"HAT","Delphinidin (chloride)","E9","F9",1.11694883145748,1.03455664373198,0.965290039939957,0.958345681100628,0.986246577564121,0.931904863835649,0.979681210159947,0.977446873615625,1.02277731678173,0.963178299192551,1.07249567463951,1.15729564053022,1.01962516165991,1.0331302446822
"HAT","Garcinol","A10","B10",1.14121471877493,0.973317768119526,0.977293155102141,0.88256966395721,0.964949765363216,0.980036243558601,1.07529255099896,1.11863607856564,0.997054570253339,1.05662980427461,1.08249387188655,1.33804186902102,1.03532483734325,1.1030541901285
"HAT","I-CBP112 (hydrochloride)","E14","F14",1.11351413312565,1.06109377308133,0.960142185648374,0.914370822395107,0.974003522171923,0.940004758037758,0.989784045426044,1.0397145644507,0.935626496877011,0.977859349347568,1.13176696123258,1.12502078117799,1.05263334614044,1.07852075536292
"HAT","SGC-CBP30","E15","F15",1.10001566557026,1.03968842543971,0.945860257406371,0.963944359092782,1.03983066789432,1.00248685954629,0.99921165166993,1.07785453717964,1.10579092514884,0.959572769754069,1.19916839868903,1.23366502445738,1.07201676514722,1.07311608175877
"HDAC","2-hexyl-4-Pentynoic Acid","E20","F20",1.05229671943444,0.99354571907756,0.9687737776295,1.03111070458645,1.02678982275894,1.01205527222468,0.995999747995873,1.0163469199958,0.981793076663751,1.05568366980739,1.01780762338787,1.16163130918652,1.03946509870255,1.06315493556645
"HDAC","4-iodo-SAHA","A6","B6",1.04276731620661,0.894396304820352,0.928260388325445,0.846354495824547,0.883396680858388,0.873244465530433,0.695843981651293,1.01444148439717,1.05024082729779,1.02710349867849,1.09429845068532,1.29210115274097,1.0580963452415,0.923790947101516
"HDAC","Apicidin","C4","D4",1.00420360236813,1.06216889506734,0.705738980212905,0.727257685667913,0.951798421919336,0.788140967785465,0.642647140926271,0.943856809018388,0.924521596742786,0.942550597138285,1.04726925562378,1.20561503342683,1.01948748958123,0.781952060769397
"HDAC","BML-210","K19","L19",0.922001581308593,0.998925996807182,0.99606669352215,0.949688490277172,0.940616878431086,0.907038042732844,0.801646505585473,0.982568490392566,0.988850295648652,0.980163475881578,1.00692219619889,0.981615911781051,0.972707172829206,0.978467213283937
"HDAC","BRD73954","K13","L13",1.07663087124682,1.01291136450491,0.996383285227021,0.911003397093991,0.934391357424581,0.926049376962694,0.972613413143664,1.0169809022246,0.979369682265545,1.04071160193702,0.989905727170914,1.0630297466002,1.0199354163467,1.00195970355619
"HDAC","CAY10398","K17","L17",0.963711640611029,0.968436971426932,1.02555477812367,0.999686413921671,0.916979769017706,0.938069587327276,0.642696494563994,0.936059396514669,0.909187075681862,0.918792434150766,1.00713563979808,1.00941911490337,1.00832951657753,0.830759165101334
"HDAC","CAY10603","O2","P2",0.929305089793573,1.05257761050192,0.79768788204039,0.813145986160948,0.977662766216029,0.741957121212835,0.652425427632342,0.897318279884411,0.92732018455193,0.952358750577916,1.00979484099367,0.970826422799167,1.00053451970593,0.780857745789269
"HDAC","CAY10683","G13","H13",1.12136135872636,0.958281195332743,0.910165730030129,0.873417772946193,0.954167648987027,0.951220868480954,0.993443912133842,1.04120252536346,1.04589766017931,0.923462990100225,1.03206020852969,1.08923306213844,1.02996571407488,1.05514719976868
"HDAC","CBHA","O4","P4",0.862190595326778,0.863118317240872,0.795368451051761,0.823495944174971,0.931443757005411,0.83627480800063,0.644985471422944,0.8973639728399,0.836460269516729,0.909423112517603,1.00027952900653,1.03894484980044,0.989157659683884,0.860435981892152
"HDAC","Chidamide","A19","B19",1.07309143106385,1.05341594447081,0.959569866501095,1.10709454115896,1.01198080249078,1.06244782125877,1.09779207865014,1.08640579014964,1.08945635885653,1.13014835512981,1.05731605758051,1.10895362239452,1.03530098853158,1.15371331272466
"HDAC","CI-994","K10","L10",1.0445654706958,0.939492003135356,0.938927426913791,1.00283281798445,0.93431663451231,0.885615162935677,0.827934913766279,1.04684616440055,0.96879182053287,0.971359347913116,1.01923346185965,0.959553484961072,0.994887262363895,0.97844697172898
"HDAC","coumarin-SAHA","C11","D11",1.06165213279129,1.07877524590963,0.856627846570816,0.948345044303221,0.897442515596105,0.962464169655222,0.718794555383089,1.03275713242634,1.15506002168525,0.962712413686511,1.07162406276417,1.24031522498089,1.01560857611465,0.90970331178435
"HDAC","CUDC-101","I18","J18",0.922588306709218,0.982223448201494,0.779306236001558,0.752752805776792,1.00229306744468,0.775956437268946,0.615971856144516,0.978755973460591,0.928347582721131,0.967239486269178,0.960243788793431,1.16059270625792,1.01517931621504,0.769758051566435
"HDAC","HC Toxin","C5","D5",0.961635991683434,1.06566825265224,0.699602604766399,0.705246457021591,0.942109080832689,0.770256205757622,0.655552727616517,0.927078689784121,1.08136818463445,1.01773337991727,1.07269500269053,1.25085574664711,1.03696280121155,0.745829907543352
"HDAC","HNHA","A14","B14",1.17366315993166,1.05473769841581,1.04284717371399,0.976463534691385,1.01533724976019,1.07274794097461,1.08302536685999,1.14438406477807,1.00796979471072,1.08342547284937,1.13078380594104,1.34600623940067,1.03576035190471,1.12448344877705
"HDAC","HPOB","E19","F19",1.01287867780256,0.941000905907989,1.00886908902606,1.0218917776012,0.993467129692436,0.903029218016026,0.904050836004268,1.00789971253964,1.15497614762454,0.951486322484663,1.09177729352414,1.14237056481737,1.02895641793361,1.02833383026368
"HDAC","ITF 2357","E10","F10",1.00795971775977,1.0902857939912,0.698652001128546,0.688792820873315,0.913483042612976,0.76343432719484,0.607656507869234,0.933331341609999,0.945912125642163,0.928446974495095,1.04788423559914,1.18820072575179,1.0414851391908,0.729070992534036
"HDAC","KD 5170","O10","P10",0.94584140881274,0.987722579387345,0.739079606748181,0.710832490271753,0.926347208415518,0.778648655848181,0.610122757572663,0.959767463993929,0.864629586032567,0.984599733917333,1.00610884671366,1.105006272034,0.981610028169199,0.788501120403682
"HDAC","LAQ824","I19","J19",0.962878306188792,1.02554735913664,0.763842098338727,0.733225971850683,0.999502104163306,0.774490664350849,0.628668738356713,0.929457070700716,0.95556735649994,0.992461005741472,1.07833080610147,1.1029232803279,1.01735129292057,0.707205295216877
"HDAC","M 344","O5","P5",0.944920774004464,1.10199439466521,0.777273621818052,0.789150896720497,1.03150206924076,0.836254883463434,0.610144243173774,0.920540006127697,0.879378715763722,0.933193522295035,1.04340030057813,1.04752054169126,0.971844107393766,0.755897427343288
"HDAC","MC 1568","I14","J14",1.11510703289775,1.00402360942046,0.910442347483138,0.890428687988289,0.953582136505028,0.96710125485608,0.937622306609115,0.989009277749416,0.940712654937687,0.96007738473169,0.98524486931804,1.10358905437241,1.03395270328083,1.0196673929958
"HDAC","MS-275","A13","B13",1.08158092243335,1.04779952882897,0.951014497648215,0.925423008290922,0.913807704536798,0.899248464746696,0.841238421869114,1.07063983416316,1.03888269736624,1.00792847068311,1.11680669947661,1.19386935522133,1.00632359247268,1.06470973883039
"HDAC","Oxamflatin","O6","P6",0.990491705113356,0.953591651071513,0.735677544959702,0.716569637853468,0.914386912669151,0.805301549898353,0.599355578857333,0.925042090278855,0.919420898716757,0.923624596474529,1.00605078084627,1.13414194542258,0.9907335161478,0.76321092709796
"HDAC","Panobinostat","O11","P11",0.954348289619801,1.05012406900406,0.720953783615479,0.680500533789159,0.955503831133911,0.818923015328302,0.60947526044237,0.978748168473463,0.917946985020774,0.987197257891455,1.07298614742635,1.09630574481585,0.97910898980828,0.778303759033877
"HDAC","PCI 34051","A5","B5",1.10043559835309,1.1281229602053,1.00707894505981,1.03068712612589,0.983749986626463,1.03120833568698,1.08575383841534,1.04276994425168,0.938716443327703,1.03911158579842,1.13187590016868,1.30698567953705,1.02504011384276,1.14146497423746
"HDAC","Pimelic Diphenylamide 106","O9","P9",0.997639004484477,1.03801645292439,0.937760938751574,0.9562846796852,0.971966470199346,0.96440656578899,0.773552293172954,0.942064755756103,0.934304889229378,0.983478367691539,1.01939328439666,0.966323367494749,0.997590100157193,0.940941212028356
"HDAC","Pyroxamide","C13","D13",1.06188976190071,0.925635867303646,0.812580607204657,0.920854473493592,0.89884147044783,0.872899605705952,0.710559721312508,1.02089548301655,0.921866652097431,1.00875540773451,1.08392453316447,1.25003838787289,1.02509786636977,0.930506003953158
"HDAC","RGFP966","I22","J22",1.02378715085898,0.978052603014412,0.93746494728738,1.01293059202865,0.972108738531952,0.97325966306952,0.960696308131154,0.976817933238188,0.947101613620498,0.94915712358059,0.92884899829065,0.98256122317123,1.00872441230009,1.00145346228815
"HDAC","SAHA","M13","N13",0.99719216579264,0.947313157186017,0.80102350041289,0.742139337476365,1.03017760636999,0.840790036057572,0.623960373880015,0.968193865991664,1.03342957790497,1.01298807196111,1.00566133933355,0.970966917345372,1.00189855795003,0.81686805504568
"HDAC","SB939","A4","B4",1.0002996818993,1.13683832599011,0.703617138736997,0.754426117186658,0.946243156163915,0.818705811367349,0.665254994204757,1.03246570602983,0.950277419122859,0.977073200404617,1.07632347587519,1.31420105215591,1.02942642316642,0.786454609897366
"HDAC","Scriptaid","C2","D2",0.993694643622762,1.0675136756846,0.77337458432023,0.857891310936523,0.945158373056072,0.829147235345168,0.690443421680415,1.01716678066795,1.02727795117676,0.982493579505527,1.05986524190817,1.17445746482936,1.03446232860702,0.796713293334968
"HDAC","Sodium Butyrate","M8","N8",1.02490629973348,0.969469457764279,0.967169734367178,0.873482415812155,0.937694900089873,0.998275179982155,0.957956750131336,0.962127679329847,0.922505640389076,0.937786126018039,1.0695244502843,1.00998175300891,0.999265702672135,0.999814291568579
"HDAC","Tenovin-6","M7","N7",1.02584642238931,0.985644081817542,1.03483535297067,0.944091370501405,0.959750459541535,0.990359469353825,0.848554303191313,1.00057104609883,1.00666103670901,0.96589408359975,1.0293693344441,1.06568805200101,1.01395595603478,0.898442344754927
"HDAC","Trichostatin A","K16","L16",0.959158317738843,0.980430196336818,0.78552137773604,0.715693320468869,0.934459279383983,0.753481178068828,0.635712898286746,0.928864890765821,0.906797137019129,0.934879951078204,1.09499059272575,1.05807540283713,1.03426692064376,0.784537146789385
"HDAC","Tubacin","A20","B20",1.12166832221428,1.00704124839728,0.91240268519515,0.947709406923012,1.02355077679085,1.05847984749356,1.01815657003616,1.07901323109121,1.09200649405931,1.13671682330668,1.06076961567711,1.24110210389475,1.05042703754516,1.14683906585141
"HDAC","Tubastatin A","G17","H17",1.08186516834098,1.01240203778486,0.988965348563485,1.01863787838899,1.017784968701,0.910752946095645,0.99571658349357,0.997736515758402,1.06576561081588,0.985011487692713,1.04804978985141,1.08764528404358,1.04512737201104,1.00208302295674
"HDAC","Tubastatin A (trifluoroacetate salt)","A9","B9",1.10262999568773,1.08669105167338,0.972872927975837,0.981085410126817,0.927323972739153,0.9648225250424,0.944121632865273,1.0381334682138,1.08466333793343,1.03087955369178,1.07009037120676,1.22415696198223,1.05780508448704,1.00255326103508
"HDAC","Valproic Acid (sodium salt)","M5","N5",0.993241597328441,1.00732354379359,0.972521390743138,0.98805925704362,0.955975020041113,0.977364551259637,0.960961379779942,0.99343421896534,0.930356556364125,1.00516633035495,0.978540551726548,0.990356862698409,0.967587109183258,0.968703949354243
"JAK2","Lestaurtinib","M3","N3",0.874991856241914,0.946154486173589,0.833461397802043,0.85581632772285,0.94383025451313,0.871671147408617,0.91317086548552,0.917231330534125,1.01211174553838,0.913459359412762,0.657050222422243,0.692901518480004,1.00904380648906,0.795867642668925
"Kinase","Phthalazinone pyrazole","E4","F4",1.08091150631987,1.05547805296928,0.964059851461798,0.953073458288785,0.954991745490506,0.971492442693009,1.02671754099988,1.05395372893469,0.975215270808611,1.03287758796077,1.01971937595472,1.16953015642495,1.0008552689704,1.10751767210168
"Kinase","Piceatannol","K20","L20",0.967850123930293,0.983149754453903,0.952536109220319,0.965229748591578,0.950772133866511,0.927829356705809,1.00072557289401,1.0351700816786,0.943259810248982,0.971265733612829,0.960602776647901,0.975947982062364,1.00774563351937,0.936952294151553
"Methylase","_-Hydroxyglutaric Acid (sodium salt)","I15","J15",1.11568230877434,1.03141285541653,0.933633201577488,0.917097374776029,1.02803771780884,0.974898840402836,0.956718718329052,0.991787972610669,1.05905177126613,0.978455847551086,1.01739783554511,1.14300152038315,1.04612955889366,1.05919386832976
"Methylase","(_)-Neplanocin A","C7","D7",1.04702865186074,1.0066952198389,0.884180775348564,0.906845069237762,0.987741849737039,1.02576806040117,1.05608801600877,1.01028557346263,0.992446699637104,1.00767410134146,1.0858286650889,1.19191169743359,1.07220420277319,1.03905693986099
"Methylase","(R)-PFI-2 (hydrochloride)","E18","F18",1.1007370217283,0.957639655770708,0.93102998008923,1.00933082533216,1.01909807003036,1.02316816549264,1.00251423778532,1.09023755993355,0.993295125351346,0.940934138401764,1.03288918322931,1.11106726861033,1.00826221987322,1.02208731833121
"Methylase","2,4-Pyridinedicarboxylic Acid","G7","H7",1.10843561767721,1.03905265950762,0.963096952321706,1.01388587110565,0.96487931750377,0.974672959337309,0.997695135468917,1.00914199053455,1.05607655363432,0.910166630609378,1.05416448937682,1.08345980891376,1.00776455792404,1.06780883247903
"Methylase","3-Deazaneplanocin A","A21","B21",1.00608613234084,0.996252545779515,0.9562297591595,0.942712457243446,1.0437472382293,1.05876757413737,1.00917713355966,1.1375623839327,0.982703727254941,1.07495465573258,0.976093797275099,1.12596642877243,1.06156168339594,1.03122219149967
"Methylase","3-Deazaneplanocin A (hydrochloride)","G4","H4",0.95773577331174,0.986770742911394,0.810741185657426,0.867776843422139,0.932359951123418,1.01799385650799,0.992668257543881,1.02408545689907,0.998892289955016,0.95813439261506,0.966830857512997,1.08873536917354,1.07184291967285,0.950579182578085
"Methylase","5-Methyl-2Õ-deoxycytidine","G22","H22",1.04831175323004,0.958555818410066,0.969691504588994,0.968057537051703,0.986652312037081,0.957272910766728,1.00404989657982,1.01978811328518,0.951870283480671,0.943073635304171,0.972748314868028,1.05396468506428,1.00585236162609,0.999703629066642
"Methylase","5-Methylcytidine","G20","H20",1.04601481635461,0.974236014181518,0.9870233312295,0.929657718173434,0.973705465058287,0.923918018637895,1.00702686890618,1.04783282020848,1.0816290783063,0.998370100075636,1.00912740920869,1.0293444490225,1.02726298501743,1.01335692765993
"Methylase","BIX01294 (hydrochloride hydrate)","M9","N9",1.02870654749335,1.0023559490785,0.890129749414298,0.905242106246278,0.984753395472758,1.01138604527751,0.941021666417744,0.974839370181648,0.949602186919137,0.946343467852523,1.03140191253094,0.954599969351238,1.00878632982972,0.977774439111565
"Methylase","Ellagic Acid","A11","B11",1.14905815312066,1.07744167569545,0.968966663841512,0.93586045528887,0.973950013508269,0.976678371230558,1.07043263651235,1.06233986381217,1.06235886712419,1.05660306237946,1.09535956146234,1.3455830511645,1.03549253448103,1.11571788397896
"Methylase","EPZ005687","C16","D16",1.17885426403059,1.02783208101849,0.934104566190948,0.963059854207124,1.04434864280712,1.06677705601792,1.01717295229697,1.07412892865978,1.02314932695213,1.10481289913421,1.0675702264452,1.19248602156763,1.03867546887204,1.09702791981546
"Methylase","EPZ5676","I13","J13",1.1083537362425,1.0145232200447,0.905123550371374,0.863036408639154,0.99794998001787,0.976489151339243,0.924221875529187,0.997283401580273,1.03337128252788,0.97629492237728,0.993895954093155,1.07850340742181,0.985016458927321,1.02298374937026
"Methylase","Gemcitabine","K2","L2",1.00907835367452,1.013369256405,0.964535049987006,0.880920432737492,0.921859855326493,0.934040834754193,0.946175971969126,0.983383080840452,0.972821196011054,0.96656173373584,1.01095624270536,1.1086646926496,1.01759217990153,0.930704359465575
"Methylase","GSK126","G14","H14",1.09751792525564,0.920798200648603,0.942779069477767,0.928033273169703,0.975737046364983,0.94401933399129,0.992352017135895,1.06554590519044,0.91234530825529,0.93271587470525,1.0259049976048,1.09048882298437,1.03609178283725,1.03685304664895
"Methylase","GSK343","C20","D20",1.11836619501375,1.02883906502239,0.883580269345147,0.984989614207455,0.97766504175014,1.0521973190797,0.998530890433663,1.02791576987883,0.989044825411577,1.1021373883572,1.03543356867033,1.20505142928325,1.04877847043529,1.03423568289986
"Methylase","Lomeguatrib","K3","L3",1.04242419547751,1.01909776151287,0.927654030916024,0.975624967378026,0.964997366554867,0.980850849778321,0.990847611955334,1.03085579125462,0.988425481394024,0.938402711166205,0.969999549367133,0.985856300869518,1.01718126526461,0.988066240875692
"Methylase","MI-2 (hydrochloride)","I10","J10",1.0889071716595,1.02824646864227,0.940206072852761,0.936511952898424,0.908891892957285,0.947175038201245,0.980535411141354,0.996117719556871,0.980098001061464,0.956215715667326,0.97633192634774,1.02304769713236,0.992952416671474,1.06089915685867
"Methylase","MI-nc (hydrochloride)","I11","J11",1.11717286721757,0.999442318360929,0.996917179027276,0.90508507360211,0.935271216140348,0.967389496288738,1.00997384295206,1.00895706272208,1.105201492152,0.955400039529522,1.0150556953312,1.0855155377703,1.01056063246268,1.00577412579342
