"WellName","Canx","Egfr","Errfi1","Gapdh","Kpnb1","Myc2","P53","Rab7a","RhoA","Sec16a","Nras","Dnajc5","Rpap3","Slc2a1"
"A10",2.37100780369262,21.1764954101423,26.9381738029913,12.537386310317,11.5484481211491,22.8143782632524,1.72062613963717,11.7549237077141,7.48336269606949,0.900163272579749,2.47119587408655,2.93800469240198,0.242095532363139,6.7591315830674
"A11",2.9954722920873,20.1274708892196,31.77387344985,11.9702035768108,11.270203189716,23.0948716263978,NA,11.0808094811553,7.72751154528176,0.577677439237293,2.46288558280656,6.63227832709379,0.258008047017024,5.88095823932538
"A13",2.10287812730644,22.2131511890592,27.7930550171409,13.1569202091672,5.77051491779682,15.658551089449,14.7903632092875,8.89922014184965,6.98165176920962,0.64912398353803,4.12940275474286,4.1039678113515,0.252406919923536,5.59552315101597
"A14",2.69064933695443,26.7857377896783,27.9045435450662,18.1747180119234,13.7968838515715,22.8387054780976,3.49288846369277,12.7060377104381,7.08483113176422,0.852551839471459,3.68765333307232,4.65872817100415,0.251409362909072,5.67874994185533
"A15",2.51006428252908,27.0756821332438,45.3334990151747,22.3888681634998,11.7009961704163,21.5798232043068,1.25389242677911,11.3806552122972,7.31968533949619,0.664322931225326,4.65817624035263,3.73278454956758,0.258790766102521,8.47923858215832
"A16",2.44898214049697,24.0471510493835,42.7788516571891,16.4778746362289,12.9817610576459,21.7212361809837,1.44605998696745,14.3259535023361,6.36677328200452,0.784180689813132,3.50398494331723,3.50288136726827,0.257634691197982,8.13880868601053
"A17",2.42920346192398,30.1705153873288,52.9483051218835,19.8594690066462,10.475770008884,23.1912031644859,5.05316284296291,14.1187179347345,5.87932125893999,0.954166966080012,4.57827411439668,4.65086312486016,0.242285510207411,5.48585932309579
"A18",1.95113717677823,22.7276167843559,37.1405709983129,26.7201786047175,12.4485864498286,21.4571517518511,1.72692339748026,9.84213045908544,5.54325090049366,0.878446177874227,2.63815047342717,3.6430265229139,0.21063002684161,8.08997125954778
"A19",1.68495183900546,23.907291062628,37.5577261210343,17.5307005702619,11.8772689338378,23.0373858103171,1.54839416840016,14.417488151712,4.73740755782331,0.933029375903328,4.47354627663753,6.83509212426168,0.251186093664042,10.6626611704705
"A2",2.33161895370974,17.3306086966223,65.4309184165723,25.9663093078574,14.3099539616864,22.9401142362908,1.08928667435138,17.9682931670775,5.99513908813017,0.907694816512272,3.39456952662224,4.11686230512088,0.280051980275816,6.03640474319707
"A20",2.75771901878055,21.3602366179795,27.795789907364,24.9336700405845,11.5732617924057,21.8694108108152,35.333287611687,15.7612619536598,6.60182349651432,0.837661749203869,3.13383958149929,3.71059086782697,0.263150440174864,8.60817134503637
"A21",1.52307874144525,31.405749823647,30.5736843780267,18.7589235463427,16.9849216721088,19.3391988038394,2.48108301368086,18.035178924729,4.73902262343442,1.00316514594651,5.25593355800276,5.84110430284823,0.243595653062572,5.5331459503142
