"","WellName","Canx","Dnajc5","Egfr","Errfi1","Gapdh","Kpnb1","Myc","Nras","P53","Rab7a","Rpap3","RhoA","Sec16a","Slc2a1"
"28","N18",1.83954761041276,2.80183247522554,18.2560666646192,29.9529474926221,18.5041899248594,10.9141522393173,22.6992460150344,3.24773511973653,1.2276075500655,8.91333397183113,0.225905810800262,3.20260892211682,0.712255888364908,4.03428251744956
"29","N19",1.86445369197822,4.6834553819471,23.0245088166045,39.4384234039951,15.7700661225931,10.9748214661366,21.4454861194392,3.26792692961611,6.75931413644901,11.8735265225944,0.464923881958826,4.08559261168744,0.677775528863502,4.56611556754569
"30","N20",1.83728627246631,2.27268328476569,17.0111919514274,22.5831701193752,13.5543189884191,7.76727814495771,21.4443899778815,3.33486847822471,2.64217852397683,12.9198800487926,0.267879001692697,4.20506822964483,0.837011023909795,6.42815554101465
"31","N21",1.38533542644439,3.57815086737757,20.2027485274388,29.6298178631014,17.2763919519766,10.5055202356266,22.0724885401859,3.3601791926746,NA,9.97234341414931,0.238792014458404,3.19251963420778,0.573795373382414,4.42839051879525
"32","N22",1.41182119232362,NA,24.2131583036413,41.1329025719595,16.5352762682363,11.1791794453855,20.0493410020156,3.62349447484988,NA,10.6368304957759,0.226799289081107,3.87386314912038,0.643987517622468,5.52731739624985
"33","O13",2.0728953942557,5.51263071386934,21.2954674725112,23.7267410577238,16.0538414015967,NA,19.7825359050313,4.10183796430594,NA,10.8232428206038,0.202664534669068,3.52745028591921,0.557326475116429,6.48971162238044
"34","O14",1.30057249931802,4.73617975000358,32.6114592723387,34.8694471098592,14.2973031971193,6.68312944086123,20.9408115667735,2.31624085369463,1.43180553378584,10.4387447481377,0.205301947395273,3.95542659401013,0.394286383671302,4.01230402465244
"35","O15",1.15123924214351,3.58519731307876,21.8751389883297,40.155881758119,22.1204365849232,NA,19.771791568017,2.89957261556141,NA,12.7158569471971,0.244110004242636,3.74859730088434,0.409552417072334,4.77139207170626
"36","O16",1.56141209833223,2.36146246014337,21.7349546170851,32.1797941851974,16.0967806660325,8.36027685087581,20.4099108479162,2.25628289852034,1.11472024060418,9.34417554690299,0.224986679791997,4.46269139741688,0.815986844062267,5.90633211875636
"37","O17",2.04982503676559,5.5906215750385,27.476429353902,23.6578669022998,19.3583362448101,10.0165453690905,19.2566451007392,3.62213535109601,2.38821967590796,10.7628576807208,0.264872228875873,3.74994271928749,0.731584535392097,6.35847312372657
"38","O18",2.23053156058952,1.853501782069,24.2686188925236,28.8371028132173,15.7719344829426,9.16535750125607,18.8978497726869,2.5980460639845,3.82631707907289,10.7991469171524,0.222039843549634,3.92534580015542,0.463142995490376,4.54902711024716
"39","O19",1.48629256185571,4.24645260226899,26.3265797637958,32.2132760915191,17.5832556287168,11.6322944629435,20.3588800263862,3.01368302651834,NA,11.3687353377776,0.222378978553516,4.08789885625866,1.34851301485578,3.55083976649431
"40","O20",1.67944721184466,3.22220910116084,22.3141290255343,41.9903805090305,16.3936296744933,9.60180446466998,22.2167313444231,2.66373093596423,1.32432291587276,9.28313624348157,0.277585482869359,4.19232198571252,0.617147363004613,3.7651758271707
"41","O21",1.83207964217131,NA,22.815995419959,33.8747450202165,15.838930824941,10.7738960858456,22.4655194450695,2.67578367886084,NA,8.73687717161428,0.2409022089303,4.34434750508818,0.85306860220601,3.98621653820452
"42","O22",1.37174376825526,3.03499816863763,17.7768470398389,44.5946854032347,15.3780006448184,11.9873047916494,20.4281049605384,2.83048119905862,0.738999956490725,9.83502826031689,0.231513786038787,5.30007823865327,0.571905125104155,5.94250586807275
"43","P13",1.23916471615425,NA,20.5150237018964,28.1661944131957,17.4032739178364,10.3663786178297,21.1772762750528,4.52658163067743,1.81646748667383,10.1286012299732,0.239121565064306,5.03333866597859,0.831348062375617,6.94834011217541
"44","P14",1.61563938873667,2.84071372501995,25.2662070719105,32.9963937830946,15.9783395629737,7.83036931984332,21.9979691761444,3.08279667859161,1.96788872662876,9.43143461605644,0.219194740435791,4.68591091695946,0.79761215919631,7.69009629316369
"45","P15",1.53001290468385,5.56807382565936,26.8406543067772,44.1027602010766,24.0102008022669,10.8842857693589,21.1232885240776,2.14245045677707,4.50149166870675,7.44052145218905,0.215415143761153,4.39447106105714,0.996149948333205,4.95102635804465
"46","P16",1.68811939821548,3.79400208266652,31.0946428185462,32.9393814647201,16.3790922075666,9.53030965790684,22.0646163267681,4.34455210246877,1.52218435949908,5.46649493867651,0.230493106655826,3.45689272553235,1.09181589920303,5.17982168415069
"47","P17",1.54517529273933,4.61757124181247,29.8401624687349,23.6493769704625,18.0911209479937,10.3078957291278,22.2725686647247,4.61189857975537,1.19611257732996,8.50955527941104,0.233773270237678,4.95008746026734,0.816402876657648,5.35369551460509
"48","P18",1.3069212691361,2.80668966373473,19.0432117737082,27.0453457223919,16.5245960015795,11.734902505573,21.1852087264873,2.65756599307552,2.88155641492712,7.3634150626809,0.254318911328269,5.01722211863878,0.60504242652435,5.26626010002589
"49","P19",1.47682181835843,4.00477640865364,29.9226523577216,31.1888656234225,18.7795598822534,12.4173262739846,21.3168409726699,2.55658298814989,1.3101242571877,12.1047830679203,0.267585373728988,4.19659807668996,0.55915909309605,5.18453609693978
"50","P20",1.68675704510424,2.6748915067055,29.0350624108559,36.8793573430268,16.4269531234627,8.55625691971387,22.2657351122029,2.60164247420813,9.84287951947754,8.22073768080022,0.200898104797231,4.06225875889142,0.736751588354234,4.77911814753003
"51","P21",2.07635519970616,4.20160038623865,19.1547177678305,44.037827796992,16.168308576302,10.8756351365403,22.2095890639528,3.73968331657487,1.53122203147656,10.1819132794023,0.292871350681393,4.63774276943038,0.55741376206248,5.37522448240202
"52","P22",1.91453889617184,4.00622731387885,21.5714170254028,42.3187402284525,17.2525871869097,10.3321704546627,21.7409536958415,3.73169220926525,1.29405579833108,10.0323019076867,0.228345534434172,4.43173486150602,0.743540008602087,4.7094476874707
"53","A23",2.2313513482308,3.65469576718338,25.4559725509017,38.7820946542531,19.1091117538795,13.2339344497713,23.4131631046341,3.21147384693473,5.1374825678,13.730976417871,NA,NA,0.623941915380718,5.02094520177416
"54","B23",2.44688912610492,3.52994928954833,26.8063701226197,34.3915320897576,18.8521700287389,16.8478715129229,23.868787932685,2.41342997001675,3.6020353528962,16.4561908328668,NA,NA,0.647145154726238,6.21969187870294
"55","C23",1.90610817417204,3.89506731523511,31.0393593135106,40.9969429919419,14.187835860848,13.0305266121827,24.1859023518956,3.54971586572763,2.17834675358134,16.620262511452,NA,NA,0.575933459781437,4.22296706063203
"56","D23",2.07311964417947,4.05038472767331,30.9045035094839,41.3490533701072,19.6892946906688,13.1147968394676,23.1783509439455,4.14002479741143,3.03626144519223,10.8307880290267,NA,NA,0.591501762737409,4.45656096979246
"57","E23",2.46073488710369,2.87784257530572,19.9768211854388,40.4814562544034,17.1411927923071,18.3075315711967,22.4748871918192,3.76204728575535,4.96535896225647,17.0685583432492,NA,NA,0.79012519809113,6.97233159087806
"58","F23",2.34466283531662,4.53630949664,26.6560685769202,44.648014275809,19.9986370370214,12.2806614394945,24.9163484942687,3.55915699278286,3.80954076920346,8.73146967825887,NA,NA,0.691804926319302,6.3331418165204
"59","G23",2.46535955664745,5.09817013411846,27.129917914556,39.5389432937805,17.730035801662,13.5075163060365,22.5195890219849,3.50612431438769,3.16807260922784,15.8819138915121,NA,NA,0.839768409865425,7.13301802837484
"60","H23",2.2137637321583,3.48377309492587,29.4503483866779,44.6117822285446,14.6282968847692,11.5313699002076,23.2656268297695,3.26540731138727,4.05750709471845,10.77661886023,NA,NA,0.638649397878233,7.32443789163802
"61","I23",2.17563880858993,4.00962428080467,23.9470072002971,36.3279410013757,19.2918629955761,11.1490067503035,21.1447098641171,3.37120336511681,3.17357416808617,11.1636076570989,NA,NA,0.375827680852877,5.19328350093684
"62","J23",2.1081839260632,3.47419186904631,25.4594511348714,49.7909068899159,17.4101068973036,12.5897879965658,22.2420510368125,2.63168079168515,3.38271126606064,8.26059361331908,NA,NA,0.642833502673714,5.54248207107896
"63","K23",1.78110856525292,3.96256565683249,30.8851507602435,50.9955225377861,18.2039331029516,12.8850668215066,23.310661616394,3.35272389957555,NA,9.28474575994809,NA,NA,0.482934805772837,5.27150406175133
"64","L23",2.01493601820372,4.50352452436557,27.1943897278736,33.2140610262272,16.4070272736734,12.6725086648226,22.4856434126924,2.80219093307075,NA,10.3476341937849,NA,NA,0.952465704878538,4.70349067433912
"65","M23",2.1610845046278,4.80113212127405,34.3180383329392,36.064994875369,18.0741961071669,9.87038210695479,22.8301810186229,4.06574401727523,1.59792214018564,10.5325986131861,NA,NA,0.654943837453068,7.65781752424604
"66","N23",1.9279081314973,4.398699988228,29.9438224578236,34.489992518024,20.8072871284284,7.88895435554618,23.855393746883,2.54179853527979,2.92088675719788,9.78943465298124,NA,NA,0.772614768917329,5.38323715261865
"67","O23",1.87100404252315,7.37314037501519,28.3036489563206,49.4038688618059,19.5610916418687,9.02600489108532,22.8662741393332,2.810892196106,2.2510973479144,11.2366210188985,NA,NA,0.478229087931413,4.88513298679594
"68","P23",1.48799317121555,5.25840688738727,25.5170409146054,38.6661814466877,20.1153778516356,14.4814612228729,24.2917987189918,2.96466929783713,5.59982850955051,12.835055883868,NA,NA,0.535006145260419,4.4991064963924
