"Class","Compound","WellName_R1","WellName_R2","Canx_H","Dnajc5_H","Egfr_H","Errfi1_H","Gapdh_H","Kpnb1_H","Myc_H","Nras_H","P53_H","Rab7a_H","Rpap3_H","RhoA_H","Sec16a_H","Slc2a1_H"
"Arginine deaminase","Cl-Amidine (hydrochloride)","C8","D8",1.41610318168801,0.893002881157578,0.500942296778041,0.928340603636674,0.826896160902842,1.22301723381479,1.00223425328994,1.01160194096406,0.58409509145797,1.07662444377812,1.06634537845452,1.6761965282825,1.26634104884524,1.17540465869848
"Arginine deaminase","F-Amidine (trifluoroacetate salt)","C9","D9",1.63536398005688,0.768180904074806,0.641412351953118,0.986335204362725,0.869195810951742,0.985291775566532,1.01473555825563,1.1714828330431,0.746249600462734,1.36507805714189,1.0571719910342,1.53976790779563,1.00665252942696,1.17299878521611
"ATM","Mirin","O8","P8",1.08359596569937,0.72578447075166,0.599608130792954,0.602657010501096,0.998893257932974,1.0447824380702,1.00126608097319,1.02582037406875,0.687147527868352,0.914664023508454,0.902634654234299,1.0820456830944,0.911107856500257,0.925991528399647
"Bromodomain","(_)-JQ1","I4","J4",1.46020962840592,1.75170689299405,0.730969569799134,1.05376577904119,0.754500963136507,0.846248567454058,0.983600105609837,0.936672304552659,1.090715060888,0.763864587944136,0.928592109842239,1.01329048976997,0.832622787573124,0.903716273895048
"Bromodomain","(+)-JQ1","I3","J3",1.00865571977325,0.968785014953102,0.693198399370965,0.284335992145578,1.25507512260271,0.703334600028773,0.659112916547233,0.919439175694796,0.59212111117034,0.877026191653168,1.23705795365888,4.04620242142778,1.28697765172481,1.141984957444
"Bromodomain","Bromosporine","C21","D21",1.29195294882772,0.847699231380378,0.863474539562214,0.672093299423685,1.20914268655943,0.940962251785422,0.804397768514328,1.26043535011631,0.00946460848177724,1.34156685294318,1.25478671871804,NA,1.57331970696222,1.30155723997314
"Bromodomain","CPI-203","G15","H15",0.978155550365883,0.832620187423706,0.538264020895345,0.315190862516513,1.29853893449983,0.70613753837264,0.729807725940768,0.998239342912023,1.2018975874684,0.594264018513913,1.15649433047466,3.63952867326958,1.25737863125977,1.08265836791868
"Bromodomain","GSK2801","C22","D22",1.16458183372254,0.596849447313335,0.925899401247755,1.25060708784014,1.03912538454949,0.761147952939753,1.03694645919802,1.17137946282575,0.370981264870557,0.909459605153557,1.09803154967678,1.43357625150666,1.13404993022749,1.31819399909861
"Bromodomain","I-BET151","I2","J2",1.08262527211753,0.970589851432919,0.627488395470039,0.34906845844462,0.950598310622885,0.904789233100962,0.648366583486971,0.871303498123953,0.66484580879965,1.14748831541886,1.08450715942112,3.80051501617881,1.18853643294419,1.35588744632442
"Bromodomain","I-BET762","E2","F2",1.03124962761747,1.09589470561688,0.562759642144672,0.458348147206823,1.33209780540278,0.775633516066174,0.67052626051825,0.909569542286544,1.88020634133887,1.05709724714855,1.21291900224946,NA,1.29848238270741,1.45096416381123
"Bromodomain","OTX015","G19","H19",1.07894340321864,0.696800256059276,0.666268145123423,0.281518900266757,1.6361773719508,0.808354099885765,0.748924208060023,0.956413172758746,1.25866623990377,0.902577026180918,1.20904760510649,NA,1.20065402768749,1.35080183499168
"Bromodomain","PFI-1","G8","H8",0.847796581246469,0.883409312449632,0.573734763151857,0.661902764312743,0.723662508204112,0.747357836515058,0.795533123856723,0.933655801768463,2.4948439564378,0.820877112049247,1.06343651365002,1.83153342614776,1.23693309162203,1.23314585494902
"Bromodomain","PFI-3","E21","F21",1.35392924330115,0.649945795892932,0.889274300971083,1.09657415453935,0.971950636413261,1.18195024513263,0.994424747643289,0.959016524565002,1.47878929071734,1.01647184567536,1.02648713546406,1.33968781864181,1.15609063685428,1.08531136482117
"Bromodomain","RVX-208","I17","J17",1.08724806904382,0.868772088021627,0.889037924758295,0.877184119277223,0.987857515480252,0.770855509423756,0.944587338244043,1.09603768916596,1.2829843417919,0.885270413751752,1.08495234309751,1.25825438920268,1.03325693705924,1.07855589652043
"Demythylase","2-PCPA (hydrochloride)","M14","N14",0.842664827234794,0.935842089563506,0.843050868704844,0.793490965278232,0.930667513857189,0.59799739142213,0.976010666591256,1.0566540991332,0.647991421535909,0.898780870646503,1.06365749625977,0.812207443668477,1.48498372546298,1.05210989737913
"Demythylase","Daminozide","K6","L6",1.18010926301518,1.0183552165685,0.725828522195598,0.742784960401251,0.751030896254811,0.670873668771967,0.969805765360697,0.866860130154072,1.20583244871705,1.10835996890327,1.15214953877929,1.16947306126594,0.707337403984007,1.14174405302938
"Demythylase","GSK-J1 (sodium salt)","K7","L7",1.24923132991104,0.834266487765902,0.77336038967882,1.03341449766052,0.985109843589556,0.923163869945123,0.957856065192535,0.961825073585456,0.835953527271261,1.07757325447191,1.08362707755983,1.17462243588288,0.778465906912712,0.787023186839854
"Demythylase","GSK-J2 (sodium salt)","K8","L8",1.09291590068624,0.570684587348286,0.607469834489181,0.945182225451492,0.71549003043712,0.830415264248413,0.914483411342072,0.953081614653095,0.824565171518658,1.05247983214756,1.1427529735927,1.09113702054245,0.858731690089741,0.885591758110362
"Demythylase","GSK-J4 (hydrochloride)","K9","L9",1.08709010869588,0.887828643449089,0.711351706390115,0.996007512741967,0.853951651577797,0.839139917319507,0.940375147439768,0.878061984910312,1.4173236603343,0.874019909556732,0.835422750318142,1.02774433204246,1.01909567914323,0.917179838474615
"Demythylase","GSK-LSD1 (hydrochloride)","I21","J21",1.06675418278386,0.871118689702829,1.21200708526695,1.05694695103326,0.902732979839,0.65612339305342,0.970472846511736,1.28279174338596,0.664517709834192,1.05765994539771,1.06326207327542,1.1207953273243,1.14139939306989,0.99719731642198
"Demythylase","IOX1","I9","J9",1.14335237245024,0.824470247470086,0.829240285025833,0.794708057496393,0.958997329043874,1.03462369403404,0.927499097927496,0.923272896886717,0.762893324093591,1.15528661975295,1.021598616269,1.18297574466107,0.817425281756717,1.17011602534221
"Demythylase","JIB-04","E22","F22",1.13258202854296,0.912878745388447,1.5104146983408,2.21702515259768,1.39334727544064,0.961697558388394,1.00925586381965,1.05415614826302,0.753889532608973,1.06842173463278,1.03616277379232,1.40085727434707,0.955243007233087,1.28888334618893
