"","WellName","Canx","Dnajc5","Egfr","Errfi1","Gapdh","Kpnb1","Myc","Nras","P53","Rab7a","Rpap3","RhoA","Sec16a","Slc2a1"
"1","A12",NA,8.99528549028924,NA,NA,NA,NA,NA,NA,NA,NA,1.4356567004099,NA,NA,NA
"2","B12",NA,6.62537786437227,NA,NA,NA,NA,NA,NA,NA,NA,1.42622650432449,NA,NA,NA
"3","C12",NA,7.60146477932057,NA,NA,NA,NA,NA,NA,NA,NA,1.41862557460855,NA,NA,NA
"4","D12",NA,6.6160182106003,NA,NA,NA,NA,NA,NA,NA,NA,1.66814709904015,NA,NA,NA
"5","E12",NA,6.7091827918968,NA,NA,NA,NA,NA,NA,NA,NA,1.23848003941662,NA,NA,NA
"6","F12",NA,6.44768096100662,NA,NA,NA,NA,NA,NA,NA,NA,1.22796638835989,NA,NA,NA
"7","G12",NA,6.65924668735207,NA,NA,NA,NA,NA,NA,NA,NA,1.38474793728367,NA,NA,NA
"8","H12",NA,6.14424662687377,NA,NA,NA,NA,NA,NA,NA,NA,1.25555369228045,NA,NA,NA
"9","I12",NA,6.51353057934363,NA,NA,NA,NA,NA,NA,NA,NA,1.3951912213424,NA,NA,NA
"10","J12",NA,6.70850491445304,NA,NA,NA,NA,NA,NA,NA,NA,1.34245192472714,NA,NA,NA
"11","K12",NA,6.59137585536479,NA,NA,NA,NA,NA,NA,NA,NA,1.23596885614311,NA,NA,NA
"12","L12",NA,6.73630591122995,NA,NA,NA,NA,NA,NA,NA,NA,1.23044863708393,NA,NA,NA
"13","M12",NA,6.66189792452188,NA,NA,NA,NA,NA,NA,NA,NA,1.73555353885138,NA,NA,NA
"14","N12",NA,5.96073169068756,NA,NA,NA,NA,NA,NA,NA,NA,1.3027681779878,NA,NA,NA
"15","O12",NA,5.53005849807113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","P12",NA,6.99311538682479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","M15",4.74864454479386,6.45830379890436,3.51375296162145,14.4645312095947,6.7996971460406,3.19455019681945,4.63611405659005,2.90012865780323,1.70812344959258,4.19436591093958,1.29996679250077,2.7208765595867,6.24810645527456,NA
"18","M16",3.69125641118929,7.19784851273203,4.45068987996393,8.97572206579698,8.64217530276886,2.78252325963972,3.06136281699849,1.39109846654871,1.57372277499157,4.22713005681515,1.3213939345888,2.82107083848596,4.11821881816115,NA
"19","M17",3.8267741834556,6.56241025342941,5.89975337563,7.71386998882163,8.55775960746509,2.86361952344898,4.72684704055988,2.19403332103372,1.74168325890403,3.71843073529302,1.35876294007345,3.13068551349866,4.69733532586761,NA
"20","M18",4.78142318108392,6.6664493444693,1.89034666257016,8.04770982553706,8.09012901881913,1.50290462949219,3.99682913374079,2.48342100866056,1.97281117490052,5.35921757431782,1.44433302192043,1.9421228871512,4.28273650956063,NA
"21","M19",3.4677679721727,6.94813534369753,2.75057959413762,11.9080359597821,5.23027740138433,2.68974639915444,5.92054296314863,3.48806302615161,1.65252574222368,3.2943317277365,1.16904549101703,1.96734476729881,3.06424759763442,NA
"22","M20",4.55516151985339,7.26569481667246,2.39580170425428,13.1001636815159,3.91008856135076,2.36168820964753,4.76137361469966,2.93722664427765,2.07536551709525,3.30816581880062,1.39646509366197,2.69289956634875,3.46329991362622,NA
