"","Class","freq_mean1","freq_mean2","Cell_line","Class","int_mean1","int_mean2","Cell_line","Class","het_mean1","het_mean2","Cell_line"
"1","Bromodomain",0.441634052797578,0.394550163222338,"HCT116","Bromodomain",0.0855448288105132,0.0829603442364153,"HCT116","Bromodomain",0.273262896306611,0.306727806643173,"HCT116"
"2","DNMT",0.266048096187433,0.26086919649733,"HCT116","DNMT",0.0815466054857698,0.0699684248063404,"HCT116","DNMT",0.255227238278005,0.236310233072138,"HCT116"
"3","Demythylase",0.238557674479868,0.20689393321558,"HCT116","Demythylase",0.054034896770367,0.0494458347596109,"HCT116","Demythylase",0.202576910865928,0.175597882869761,"HCT116"
"4","HAT",0.260305237622825,0.242981323135039,"HCT116","HAT",0.0652780635419172,0.0627697472775815,"HCT116","HAT",0.197546473226003,0.18018391920088,"HCT116"
"5","HDAC",0.377447310602878,0.37717031170626,"HCT116","HDAC",0.0933012707040305,0.0911402220051518,"HCT116","HDAC",0.362266978213068,0.341682851937534,"HCT116"
"6","Methylase",0.244622597119806,0.226920531959549,"HCT116","Methylase",0.0585858886926389,0.0557437587752167,"HCT116","Methylase",0.21328976919832,0.198040885568749,"HCT116"
"7","SIRT",0.248560851469236,0.217471472294876,"HCT116","SIRT",0.0560651215961808,0.056443370446761,"HCT116","SIRT",0.188986023040437,0.210754792589072,"HCT116"
