"Class","Compound","WellName_R1","WellName_R2","Canx_F","Dnajc5_F","Egfr_F","Errfi1_F","Gapdh_F","Kpnb1_F","Myc_F","Nras_F","P53_F","Rab7a_F","Rpap3_F","RhoA_F","Sec16a_F","Slc2a1_F"
"Arginine deaminase","Cl-Amidine (hydrochloride)","C8","D8",0.950251335508768,0.971086088799095,1.03212851405623,1.04677913640966,1.01120423797875,0.881959759846365,1.02966709188827,1.01598906781828,1.15728715728716,0.961424797520076,1.03341291033478,1.04568574941472,1.08140492683335,1.212664999107
"Arginine deaminase","F-Amidine (trifluoroacetate salt)","C9","D9",0.970630305239381,1.15337692894641,0.98157548649432,0.936584699021932,0.983824536648417,1.02679067865961,0.992913497032752,1.39218239861592,0.907162225811379,1.02569626210719,1.20065010809497,1.02635984223078,0.947935385881345,1.31979100226391
"ATM","Mirin","O8","P8",0.9565761769077,1.01887046342232,1.05801533823337,0.892495615646556,1.0606797720079,1.13234125795184,0.92336091109919,1.02228615240336,1.2929010226764,0.975676408360083,0.792579170620637,0.918110014649654,1.51142191500461,1.25628828751177
"Bromodomain","(_)-JQ1","I4","J4",1.01702658294561,0.710876304171587,1.04732064242167,0.784690133978519,1.02817081451156,0.983202400905642,0.914023526890057,1.05208968773458,1.04570846252041,1.02565850354664,1.36902224024736,1.02901520206436,1.43006954919942,1.27414329640675
"Bromodomain","(+)-JQ1","I3","J3",1.1222950593281,0.856951927867429,1.0764150254364,1.22617172287011,1.38013956212421,0.69490739703312,0.91086404208917,0.580080291859497,0.566812448298889,1.16788865777215,2.04834923294594,1.02395689708864,2.34977538027506,1.62576933064654
"Bromodomain","Bromosporine","C21","D21",0.967099751284939,1.19635799362944,1.08620241352664,0.946882857760855,1.31435702997376,0.677910707718917,0.832657812142753,0.997124131762861,0.534492858948065,1.05344564648022,2.01028067652668,1.04043250182956,1.35443140079021,1.24974929669167
"Bromodomain","CPI-203","G15","H15",1.10864664436093,1.26662819095294,1.09378151876914,1.12563869329478,1.34488168204722,0.887919003770287,1.22015801336796,0.633345749564326,0.434651228356006,1.18241892866969,2.13104686701959,1.02506594344179,1.2265177432995,1.57019656721341
"Bromodomain","GSK2801","C22","D22",0.949336057603775,1.06013434125409,1.03874625582145,1.09016902387223,1.03513566690114,0.815204965556272,1.04843175834356,1.37609878659404,1.16681407003988,1.02089560331955,1.08364004227734,1.06361941657148,1.33640900428559,1.13932644240056
"Bromodomain","I-BET151","I2","J2",1.07045687585934,0.592576385935498,1.03263011392621,1.43664204491437,1.37518228704411,0.693157374878541,0.629214380672518,0.708032506714101,0.284596517832669,1.23582107199438,2.02675116487769,0.943977371180034,1.71954925164417,1.56819595776163
"Bromodomain","I-BET762","E2","F2",1.15265996684264,0.719733609899202,1.05468789917942,1.06801093643199,1.34149236336383,0.934935531809333,0.899056097056028,0.922705733279324,0.489729502197343,1.20324857488672,2.59901743467454,1.05839805867325,1.50124370139087,1.54727179642592
"Bromodomain","OTX015","G19","H19",1.09049199006515,1.13004390833806,1.07821351008533,1.15561267551564,1.46352413330197,0.876690271570541,1.26366925356032,0.752792101677641,0.650495362487808,1.1450419092883,1.75778739124213,1.03207477240458,1.99992417349105,1.61619226659877
