"Class","Compound","gene","change_freq","change_int","Cell_line"
"Rho GTPase","CCG-100602","RhoA",0.03312358597285,0.06564417582524,"MCF7"
"Rho GTPase","CCG-100602","Rpap3",0.20169003011391,-0.042056296658456,"MCF7"
"Rho GTPase","CCG-100602","Sec16a",-0.052217177741595,-0.077855151632884,"MCF7"
"Rho GTPase","CCG-100602","Slc2a1",0.34832245943357,-0.03052967525562,"MCF7"
"HAT","CAY10669","Canx",0.43968068466594,0.15160323581806,"MCF7"
"HAT","CAY10669","Dnajc5",-0.047179197882346,-0.00737987841647003,"MCF7"
"HAT","CAY10669","Egfr",-0.043437823274687,-0.044168705305568,"MCF7"
"HAT","CAY10669","Errfi1",0.11598927388401,0.0722912997372,"MCF7"
"HAT","CAY10669","Gapdh",-0.611578315423587,-0.293954604033808,"MCF7"
"HAT","CAY10669","Kpnb1",-0.108482447731598,-0.021651667187453,"MCF7"
"HAT","CAY10669","Myc",-0.160039354416795,-0.088652114416623,"MCF7"
"HAT","CAY10669","Nras",0.17023963202883,0.0211622472604001,"MCF7"
"HAT","CAY10669","P53",0.00980635821767994,0.0662617273041901,"MCF7"
"HAT","CAY10669","Rab7a",-0.015596256435907,-0.037873769359968,"MCF7"
"HAT","CAY10669","RhoA",-0.02272748178674,-0.013816507476358,"MCF7"
"HAT","CAY10669","Rpap3",0.0844921332765001,-0.043217282912595,"MCF7"
"HAT","CAY10669","Sec16a",2.21149842595027,0.33877981190449,"MCF7"
"HAT","CAY10669","Slc2a1",-0.086247060763505,-0.124513962874719,"MCF7"
"DNMT","Zebularine","Canx",-0.0272877564703,-0.024684019573003,"MCF7"
"DNMT","Zebularine","Dnajc5",0.08505337523255,0.02599932824276,"MCF7"
"DNMT","Zebularine","Egfr",0.0563369222458101,0.0722879629986399,"MCF7"
"DNMT","Zebularine","Errfi1",-0.157988455113203,-0.00889597165936695,"MCF7"
"DNMT","Zebularine","Gapdh",-0.088428618680606,-0.071199846739465,"MCF7"
"DNMT","Zebularine","Kpnb1",0.0450975724235301,0.0116195678086699,"MCF7"
"DNMT","Zebularine","Myc",0.02103943499284,-0.016488631132515,"MCF7"
"DNMT","Zebularine","Nras",-0.00713975996792304,-0.015254745064511,"MCF7"
"DNMT","Zebularine","P53",-0.102103804484757,0.0151883194212099,"MCF7"
"DNMT","Zebularine","Rab7a",0.000331979598789944,0.0265601257016099,"MCF7"
"DNMT","Zebularine","RhoA",0.02841457744801,0.0396832845897701,"MCF7"
"DNMT","Zebularine","Rpap3",0.11884180195376,-0.064955800369696,"MCF7"
"DNMT","Zebularine","Sec16a",0.0506368826903001,-0.02069900648397,"MCF7"
"DNMT","Zebularine","Slc2a1",0.31541666319179,0.01834621145775,"MCF7"
"HAT","Delphinidin (chloride)","Canx",0.0184683334714899,0.02333041422902,"MCF7"
"HAT","Delphinidin (chloride)","Dnajc5",0.14292689339873,0.0552031791655101,"MCF7"
"HAT","Delphinidin (chloride)","Egfr",-0.02226016364925,-0.133045747399495,"MCF7"
"HAT","Delphinidin (chloride)","Errfi1",0.13755307117375,0.0386183671093101,"MCF7"
"HAT","Delphinidin (chloride)","Gapdh",-0.200193319990846,-0.142116064464623,"MCF7"
"HAT","Delphinidin (chloride)","Kpnb1",0.17685689115427,0.07367950057527,"MCF7"
"HAT","Delphinidin (chloride)","Myc",-0.045070006177425,0.0403089370818299,"MCF7"
"HAT","Delphinidin (chloride)","Nras",0.03936818648548,0.0450743776909901,"MCF7"
"HAT","Delphinidin (chloride)","P53",-0.116550103263586,0.05774098370165,"MCF7"
"HAT","Delphinidin (chloride)","Rab7a",0.01877880203403,0.03524389653467,"MCF7"
"HAT","Delphinidin (chloride)","RhoA",0.0177303175335399,0.05855601842832,"MCF7"
"HAT","Delphinidin (chloride)","Rpap3",0.23903320239886,-0.070344624983227,"MCF7"
"HAT","Delphinidin (chloride)","Sec16a",0.19243545221199,0.0102513157716599,"MCF7"
"HAT","Delphinidin (chloride)","Slc2a1",0.15362212690894,0.00623021230757992,"MCF7"
"HDAC","ITF 2357","Canx",0.01452004844376,-0.144204262299112,"MCF7"
"HDAC","ITF 2357","Dnajc5",0.18251874288883,0.02083455526029,"MCF7"
"HDAC","ITF 2357","Egfr",-0.035502475016343,-0.208998169988201,"MCF7"
"HDAC","ITF 2357","Errfi1",1.24927522568176,-0.054726546822813,"MCF7"
"HDAC","ITF 2357","Gapdh",0.2279658702518,0.28269787585053,"MCF7"
"HDAC","ITF 2357","Kpnb1",-0.748193472817308,-0.201330278689721,"MCF7"
"HDAC","ITF 2357","Myc",-0.369124232021232,-0.248395518530697,"MCF7"
"HDAC","ITF 2357","Nras",-0.54700666839935,0.000910635308200014,"MCF7"
"HDAC","ITF 2357","P53",-0.837521982632393,-0.125174320529615,"MCF7"
"HDAC","ITF 2357","Rab7a",0.00833017278218007,-0.045143573039703,"MCF7"
"HDAC","ITF 2357","RhoA",0.07945028896579,0.0188755804403999,"MCF7"
"HDAC","ITF 2357","Rpap3",0.45706948329625,-0.043347903862299,"MCF7"
"HDAC","ITF 2357","Sec16a",-0.049103412649057,-0.078110834489483,"MCF7"
"HDAC","ITF 2357","Slc2a1",0.81966965996942,-0.045815655757803,"MCF7"
"Methylase","UNC0631","Canx",-0.029674459213025,-0.011997747898239,"MCF7"
"Methylase","UNC0631","Dnajc5",0.13672703987248,0.0657069970256701,"MCF7"
"Methylase","UNC0631","Egfr",0.0744259087632599,0.21786805305269,"MCF7"
"Methylase","UNC0631","Errfi1",0.0281387074967501,0.0142489341395899,"MCF7"
"Methylase","UNC0631","Gapdh",0.05002558642434,-0.040972967163607,"MCF7"
"Methylase","UNC0631","Kpnb1",0.09979733830625,0.01602531084959,"MCF7"
"Methylase","UNC0631","Myc",-0.246245372391161,0.06395905707771,"MCF7"
"Methylase","UNC0631","Nras",-0.281261407003501,-0.017438777581083,"MCF7"
"Methylase","UNC0631","P53",-0.104192756257935,0.0056714859951501,"MCF7"
"Methylase","UNC0631","Rab7a",0.0230895570432601,0.0547569235541701,"MCF7"
"Methylase","UNC0631","RhoA",0.0455651197604801,0.0489629505370299,"MCF7"
"Methylase","UNC0631","Rpap3",0.19631809835984,0.0375580798657,"MCF7"
"Methylase","UNC0631","Sec16a",0.57692959417097,0.0264473451226399,"MCF7"
"Methylase","UNC0631","Slc2a1",0.39655902316975,0.0231166890141701,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Canx",-0.009186666690154,-0.00292019508517505,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Dnajc5",0.11075472916405,0.0716221969091699,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Egfr",0.13285920741751,0.43945684043915,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Errfi1",-0.227389171123135,0.0367903111591199,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Gapdh",-0.021243465687913,-0.028095936018029,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Kpnb1",-0.130253141248664,-0.043493462262104,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Myc",-0.00203419312670094,0.00365230813531991,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Nras",0.11356926984898,0.08632552703099,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","P53",0.0504091625649199,0.04583598409856,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Rab7a",-0.031492019862301,-0.199098821525187,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","RhoA",0.02616343071783,0.0346529904859001,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Rpap3",-0.276933307862786,-0.270401816036781,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Sec16a",-0.309407792050569,-0.077885478719981,"MCF7"
"SIRT","SIRT1/2 Inhibitor IV","Slc2a1",-0.112321533337315,-0.118534507737101,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Canx",-0.051466195261859,0.00142973096018006,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Dnajc5",0.0879385556607599,0.0480649234852599,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Egfr",0.07265224942854,0.11800974384472,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Errfi1",-0.237716362805791,0.0120980288808601,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Gapdh",-0.016440496164784,-0.027185821761052,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Kpnb1",-0.260070768629097,-0.040121500940372,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Myc",-0.00778258172309498,0.0068559982988301,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Nras",0.0501105020100201,0.0261993448153199,"MCF7"
"HAT","I-CBP112 (hydrochloride)","P53",-0.156420001490424,0.0248502795743999,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Rab7a",0.0381310488139901,0.0600294138141999,"MCF7"
"HAT","I-CBP112 (hydrochloride)","RhoA",-0.032343598482687,0.00411866375045,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Rpap3",0.40927470727343,-0.00919405565415898,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Sec16a",-0.260586572333561,-0.068608163781197,"MCF7"
"HAT","I-CBP112 (hydrochloride)","Slc2a1",0.28022731512588,-0.040530827085751,"MCF7"
"HAT","SGC-CBP30","Canx",0.09038504822902,-0.00924189712697898,"MCF7"
"HAT","SGC-CBP30","Dnajc5",0.21008742726568,0.02815012798094,"MCF7"
"HAT","SGC-CBP30","Egfr",0.03439038183354,-0.012863973914834,"MCF7"
"HAT","SGC-CBP30","Errfi1",-0.291576210570695,-0.108302236013205,"MCF7"
"HAT","SGC-CBP30","Gapdh",0.0134993134754999,0.0196094798314801,"MCF7"
"HAT","SGC-CBP30","Kpnb1",-0.086936106120386,0.0036276017644199,"MCF7"
"HAT","SGC-CBP30","Myc",-0.615759548913925,-0.144209092159646,"MCF7"
"HAT","SGC-CBP30","Nras",0.22168041227895,0.0657508345290001,"MCF7"
"HAT","SGC-CBP30","P53",-0.351460834014794,-0.023322379551688,"MCF7"
"HAT","SGC-CBP30","Rab7a",0.0424146653191999,0.07489677457526,"MCF7"
"HAT","SGC-CBP30","RhoA",-0.017564133861307,0.0240919231446799,"MCF7"
"HAT","SGC-CBP30","Rpap3",1.07319468832988,0.0185438879670301,"MCF7"
"HAT","SGC-CBP30","Sec16a",-0.213742043930723,-0.0414824226916231,"MCF7"
"HAT","SGC-CBP30","Slc2a1",0.16335062585075,-0.038472192848587,"MCF7"
"Methylase","UNC0642","Canx",-0.039328034001803,-0.029075448829527,"MCF7"
"Methylase","UNC0642","Dnajc5",0.12092072613196,0.07139766498372,"MCF7"
"Methylase","UNC0642","Egfr",0.0221498640664799,0.14925097271279,"MCF7"
"Methylase","UNC0642","Errfi1",-0.083413980495793,0.10861317810994,"MCF7"
"Methylase","UNC0642","Gapdh",-0.00765402479671695,-0.049866046423784,"MCF7"
"Methylase","UNC0642","Kpnb1",0.02247796082811,0.0396476228488201,"MCF7"
"Methylase","UNC0642","Myc",0.0348383495766,0.04987340968831,"MCF7"
"Methylase","UNC0642","Nras",-0.020351574761954,0.03543262558519,"MCF7"
"Methylase","UNC0642","P53",0.05515148742814,0.00997437301513004,"MCF7"
"Methylase","UNC0642","Rab7a",0.01797686589269,-0.022740296312132,"MCF7"
"Methylase","UNC0642","RhoA",0.02114643445289,0.02424172394297,"MCF7"
"Methylase","UNC0642","Rpap3",0.29678589253203,-0.018286402498827,"MCF7"
"Methylase","UNC0642","Sec16a",0.16170234506718,-0.0331110064867129,"MCF7"
"Methylase","UNC0642","Slc2a1",0.21848467367754,0.08372518900178,"MCF7"
"Methylase","UNC1999","Canx",-0.045042631680396,-0.036618650146299,"MCF7"
"Methylase","UNC1999","Dnajc5",0.06139570155019,0.05822297481455,"MCF7"
"Methylase","UNC1999","Egfr",-0.0243517624505,-0.085465385079495,"MCF7"
"Methylase","UNC1999","Errfi1",0.10336659968836,0.11667896362991,"MCF7"
"Methylase","UNC1999","Gapdh",-0.00405448223981497,0.00794810639959009,"MCF7"
"Methylase","UNC1999","Kpnb1",-0.106428844034098,-0.010925236471927,"MCF7"
"Methylase","UNC1999","Myc",-0.046085838147737,0.04091166628028,"MCF7"
"Methylase","UNC1999","Nras",-0.069669699829538,-0.00730783499708199,"MCF7"
"Methylase","UNC1999","P53",-0.090745098247281,0.0749535556793499,"MCF7"
"Methylase","UNC1999","Rab7a",-0.02969820629067,-0.0237451413422159,"MCF7"
"Methylase","UNC1999","RhoA",-0.03852038782993,-0.037609176554293,"MCF7"
"Methylase","UNC1999","Rpap3",0.2068959449637,-0.03767260722152,"MCF7"
"Methylase","UNC1999","Sec16a",0.0641182442424699,-0.00119257715807997,"MCF7"
"Methylase","UNC1999","Slc2a1",0.2459953278458,0.11634218251577,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Canx",-0.020536143634811,0.0126606304522701,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Dnajc5",0.05579548480075,0.0329071510571,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Egfr",-0.022696862619744,0.0152733161324099,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Errfi1",-0.012769942317337,0.0896740565551699,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Gapdh",-0.02383151223989,-0.038940624578607,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Kpnb1",-0.076376432168498,-0.037846648377121,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Myc",-0.00436882524644799,-0.031345536674657,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Nras",0.14070291192008,-0.00165691233157605,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","P53",-0.053656653277148,0.00517742595749993,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Rab7a",0.020094887548,0.00295543065871007,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","RhoA",0.03027303867516,0.02518865286806,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Rpap3",0.22203344953885,-0.00123242810258295,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Sec16a",0.2041643479252,-0.012252889984859,"MCF7"
"Methylase","(R)-PFI-2 (hydrochloride)","Slc2a1",0.10139827010952,0.17646647874036,"MCF7"
"HDAC","HPOB","Canx",-0.039157298117659,-0.010346989782835,"MCF7"
"HDAC","HPOB","Dnajc5",-0.127784783522488,-0.052490531904792,"MCF7"
"HDAC","HPOB","Egfr",0.02312614469302,-0.057523345994131,"MCF7"
"HDAC","HPOB","Errfi1",-0.010909694357895,0.09492817076026,"MCF7"
"HDAC","HPOB","Gapdh",-0.069327041840358,-0.096105310638476,"MCF7"
"HDAC","HPOB","Kpnb1",-0.13808145096068,-0.055853654246023,"MCF7"
"HDAC","HPOB","Myc",-0.056421549159292,-0.046138346375119,"MCF7"
"HDAC","HPOB","Nras",-0.038550262850034,-0.038302103201949,"MCF7"
"HDAC","HPOB","P53",-0.17781860205709,-0.027971889413447,"MCF7"
"HDAC","HPOB","Rab7a",-0.023674593697907,-0.053881328988405,"MCF7"
"HDAC","HPOB","RhoA",-0.013104473346716,-0.047614841944296,"MCF7"
"HDAC","HPOB","Rpap3",0.33131294097942,0.00230215081190011,"MCF7"
"HDAC","HPOB","Sec16a",0.17140279665677,-0.047514896141566,"MCF7"
"HDAC","HPOB","Slc2a1",0.0495074121465,-0.010260454957,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Canx",0.01718321855975,0.01698430860656,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Dnajc5",0.0767902785041801,0.03910994711146,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Egfr",0.0324474491487401,-0.04810248612402,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Errfi1",-0.0406193778091259,-0.010387448493262,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Gapdh",-0.012588248232571,-0.079959452502068,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Kpnb1",-0.097233232915809,-0.038525368195186,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Myc",0.0153865295839599,-0.00952085891773102,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Nras",0.39066023148322,0.0011102912754799,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","P53",0.09963762498293,-0.002655781874768,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Rab7a",-0.00760684108408605,-0.027197605986803,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","RhoA",0.06128503008478,0.0154873135256901,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Rpap3",0.3135654319923,-0.012276152849909,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Sec16a",0.15281368634826,-0.03742011919676,"MCF7"
"HDAC","2-hexyl-4-Pentynoic Acid","Slc2a1",0.25693424448611,0.00250836009930011,"MCF7"
"Bromodomain","PFI-3","Canx",-0.013316704418525,0.0105919556360099,"MCF7"
"Bromodomain","PFI-3","Dnajc5",0.11932037776151,0.0327185145342499,"MCF7"
"Bromodomain","PFI-3","Egfr",0.0212787910535399,0.00404869669069008,"MCF7"
"Bromodomain","PFI-3","Errfi1",-0.011879896582942,-0.00932013675361498,"MCF7"
"Bromodomain","PFI-3","Gapdh",0.0646440173999201,-0.034440101014775,"MCF7"
"Bromodomain","PFI-3","Kpnb1",-0.068760398475919,-0.038404318688096,"MCF7"
"Bromodomain","PFI-3","Myc",0.0559224746579501,-0.027093544595022,"MCF7"
"Bromodomain","PFI-3","Nras",0.28839170842233,-0.00317258132850495,"MCF7"
"Bromodomain","PFI-3","P53",0.0850472315952899,0.0236617127591101,"MCF7"
"Bromodomain","PFI-3","Rab7a",-0.019271282206949,-0.0601114395789,"MCF7"
"Bromodomain","PFI-3","RhoA",0.0165819535512699,0.000526554704719961,"MCF7"
"Bromodomain","PFI-3","Rpap3",0.35128114584529,-0.00214215045719601,"MCF7"
"Bromodomain","PFI-3","Sec16a",0.19138580766402,-0.048727283013119,"MCF7"
"Bromodomain","PFI-3","Slc2a1",0.31446639383147,-0.011520431654634,"MCF7"
"Demythylase","JIB-04","Canx",-0.070108590845917,-0.023961147835376,"MCF7"
"Demythylase","JIB-04","Dnajc5",-0.014090185737172,0.00672747505686999,"MCF7"
"Demythylase","JIB-04","Egfr",-0.02543034328125,-0.053142730390194,"MCF7"
"Demythylase","JIB-04","Errfi1",0.9678503066526,0.28592219927028,"MCF7"
"Demythylase","JIB-04","Gapdh",0.45231846019248,0.76323513645171,"MCF7"
"Demythylase","JIB-04","Kpnb1",-0.087254090664267,-0.017797199987121,"MCF7"
"Demythylase","JIB-04","Myc",-0.099160119728446,-0.034137561762369,"MCF7"
"Demythylase","JIB-04","Nras",0.20977903220617,-0.045459338333168,"MCF7"
"Demythylase","JIB-04","P53",0.18431163409487,0.0285103266772699,"MCF7"
"Demythylase","JIB-04","Rab7a",-0.033214340062951,-0.0580226413122,"MCF7"
"Demythylase","JIB-04","RhoA",0.00655628952123011,-0.0101195473879609,"MCF7"
"Demythylase","JIB-04","Rpap3",0.04892215546602,-0.0245854664502571,"MCF7"
"Demythylase","JIB-04","Sec16a",0.53201457461519,0.0253372167513299,"MCF7"
"Demythylase","JIB-04","Slc2a1",0.37808821571565,0.0244991728284101,"MCF7"
"Methylase","UNC0646","Canx",0.07718018157155,-0.00229000689750203,"MCF7"
"Methylase","UNC0646","Dnajc5",-0.185118687262884,-0.086754689622415,"MCF7"
"Methylase","UNC0646","Egfr",-0.041056699917952,-0.148110168885645,"MCF7"
"Methylase","UNC0646","Errfi1",0.22697090349867,-0.019438926235558,"MCF7"
"Methylase","UNC0646","Gapdh",0.00181416730545991,-0.080624645453339,"MCF7"
"Methylase","UNC0646","Kpnb1",0.05669302592917,-0.021280125755881,"MCF7"
"Methylase","UNC0646","Myc",-0.038256588672914,-0.057311941580754,"MCF7"
"Methylase","UNC0646","Nras",-0.040095267991051,-0.047590428291211,"MCF7"
"Methylase","UNC0646","P53",0.23055282719148,0.0180733149480199,"MCF7"
"Methylase","UNC0646","Rab7a",0.0583808809917199,0.0903346211579199,"MCF7"
"Methylase","UNC0646","RhoA",0.01949811534226,-0.00411729835374697,"MCF7"
"Methylase","UNC0646","Rpap3",0.29274844068816,-0.020665794609814,"MCF7"
"Methylase","UNC0646","Sec16a",0.27726933282489,-0.06222731021238,"MCF7"
"Methylase","UNC0646","Slc2a1",0.37148551855652,-0.035291280605903,"MCF7"
"Demythylase","Methylstat (hydrate)","Canx",0.0239475946834999,-0.067415369756775,"MCF7"
"Demythylase","Methylstat (hydrate)","Dnajc5",-0.319032275985157,-0.163395317162823,"MCF7"
"Demythylase","Methylstat (hydrate)","Egfr",-0.04734882921269,-0.176608253934058,"MCF7"
"Demythylase","Methylstat (hydrate)","Errfi1",-0.153223982832021,-0.104890658713792,"MCF7"
"Demythylase","Methylstat (hydrate)","Gapdh",-0.00444000395389799,-0.014393146338774,"MCF7"
"Demythylase","Methylstat (hydrate)","Kpnb1",-0.054041277063085,-0.051247318025177,"MCF7"
"Demythylase","Methylstat (hydrate)","Myc",-0.076321435074137,-0.098164006666414,"MCF7"
"Demythylase","Methylstat (hydrate)","Nras",-0.0144240937354591,-0.022768084338426,"MCF7"
"Demythylase","Methylstat (hydrate)","P53",0.24816112841814,-0.036092724626765,"MCF7"
"Demythylase","Methylstat (hydrate)","Rab7a",0.0170384112605599,-0.049455529867965,"MCF7"
"Demythylase","Methylstat (hydrate)","RhoA",0.0415109710834201,-0.00412271103524697,"MCF7"
"Demythylase","Methylstat (hydrate)","Rpap3",0.3178178490464,-0.00688308382858205,"MCF7"
"Demythylase","Methylstat (hydrate)","Sec16a",0.65821599086486,0.0374211800184301,"MCF7"
"Demythylase","Methylstat (hydrate)","Slc2a1",0.48301994118872,-0.043421414162817,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Canx",0.0157858882412201,-0.072880550956546,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Dnajc5",-0.053482276525879,-0.0531226449289089,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Egfr",-0.01571803647616,-0.152810308932762,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Errfi1",-0.204888615126207,-0.075793191232069,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Gapdh",0.0230662067369201,-0.00603807090617403,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Kpnb1",0.22307985515533,0.08257239741313,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Myc",0.0542732753724999,0.12342830011469,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Nras",0.0614272099969799,-0.06718300003154,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","P53",-0.173147496267273,-0.04725039257255,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Rab7a",0.03417314231329,-0.021419626079503,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","RhoA",0.06551580782031,0.01409512314107,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Rpap3",0.53078815677744,-0.012492971485036,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Sec16a",1.01563256148172,0.0053077848832801,"MCF7"
"Methylase","3-Deazaneplanocin A (hydrochloride)","Slc2a1",0.34473915444757,-0.055103607477442,"MCF7"
"GPCR","Suramin (sodium salt)","Canx",0.0353454457134701,-0.012718189552606,"MCF7"
"GPCR","Suramin (sodium salt)","Dnajc5",-0.056520888720044,-0.01217645774246,"MCF7"
"GPCR","Suramin (sodium salt)","Egfr",-0.010757886918268,-0.114683989522897,"MCF7"
"GPCR","Suramin (sodium salt)","Errfi1",0.15859290836643,-0.048612954842439,"MCF7"
"GPCR","Suramin (sodium salt)","Gapdh",-0.088086850985732,-0.090019761082403,"MCF7"
"GPCR","Suramin (sodium salt)","Kpnb1",0.10329107269484,0.0424892783478401,"MCF7"
"GPCR","Suramin (sodium salt)","Myc",0.21234313046334,0.07612827505227,"MCF7"
"GPCR","Suramin (sodium salt)","Nras",0.03529100344141,-0.00858536457280601,"MCF7"
"GPCR","Suramin (sodium salt)","P53",0.0295523849144701,-0.025387955337791,"MCF7"
"GPCR","Suramin (sodium salt)","Rab7a",0.0042914050488001,0.0230195935612001,"MCF7"
"GPCR","Suramin (sodium salt)","RhoA",0.02851200582905,0.0489881830538399,"MCF7"
"GPCR","Suramin (sodium salt)","Rpap3",0.35554333297772,-0.033082274342405,"MCF7"
"GPCR","Suramin (sodium salt)","Sec16a",0.28863928863929,-0.026507837216471,"MCF7"
"GPCR","Suramin (sodium salt)","Slc2a1",0.44768448256975,-0.007000143677929,"MCF7"
"SIRT","Nicotinamide","Canx",0.0442644925650799,0.00247752904758003,"MCF7"
"SIRT","Nicotinamide","Dnajc5",-0.00616286876820404,-0.00107355934691,"MCF7"
"SIRT","Nicotinamide","Egfr",-0.032727254971515,-0.072956944122273,"MCF7"
"SIRT","Nicotinamide","Errfi1",-0.065857819422519,-0.059774491332056,"MCF7"
"SIRT","Nicotinamide","Gapdh",-0.02121622938428,0.00405332169181993,"MCF7"
"SIRT","Nicotinamide","Kpnb1",0.06269307459918,0.0317791993732699,"MCF7"
"SIRT","Nicotinamide","Myc",-0.01941867666056,-0.031786299444295,"MCF7"
"SIRT","Nicotinamide","Nras",-0.173826068076578,-0.020944500994488,"MCF7"
"SIRT","Nicotinamide","P53",0.07459413014969,0.0731877021901299,"MCF7"
"SIRT","Nicotinamide","Rab7a",-0.00290115685399805,0.000515003182169904,"MCF7"
"SIRT","Nicotinamide","RhoA",0.0584136557592301,0.0356229858633399,"MCF7"
"SIRT","Nicotinamide","Rpap3",0.3936115989722,-0.016876094303033,"MCF7"
"SIRT","Nicotinamide","Sec16a",0.0501875519949799,-0.020503856977688,"MCF7"
"SIRT","Nicotinamide","Slc2a1",0.31990858807901,0.00258466630944998,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Canx",0.000560046789499946,-0.028787485788389,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Dnajc5",0.00931163140765001,0.00407535242441992,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Egfr",0.0505653244641999,-0.078386679789129,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Errfi1",-0.04241503496043,-0.00334089698126505,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Gapdh",0.02529592032364,-0.055150107935067,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Kpnb1",0.19438589835402,0.06880141804287,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Myc",0.00696777630472001,0.01235828440343,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Nras",0.02403454539442,0.00893380805408994,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","P53",-0.04730111877487,0.03773577605175,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Rab7a",-0.025207945998714,-0.011229396743622,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","RhoA",0.0459372296949601,0.0699361772954199,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Rpap3",0.3930964304539,0.000292547651409958,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Sec16a",0.41350732883914,-0.00565657207405301,"MCF7"
"Methylase","2,4-Pyridinedicarboxylic Acid","Slc2a1",0.31951854865938,-0.00734274889540998,"MCF7"
"Bromodomain","PFI-1","Canx",0.0222786533570301,-0.065522461740247,"MCF7"
