"WellName","Canx","Egfr","Errfi1","Gapdh","Kpnb1","Myc","P53","RhoA","NRAS","Dnajc5","Rab7a","Slc2a1","Sec16a","Rpap3"
"A10",26.9280857237912,103.218232938067,32.9086948609072,12.8169527495004,14.7003880339708,16.6252759841445,7.9853704533008,10.5705260922321,5.47969903983524,7.77587135957344,182.686933144304,33.9199833341965,7.35760418535951,7.16498581886963
"A11",25.6278957704961,93.6020805994025,24.9309106654963,20.765306543426,13.4217229875056,14.1553444053053,5.7575276949296,10.1883891937578,6.59586116540781,6.37240430577141,220.433512609751,23.1689320585833,7.90391633816801,5.2266408549705
"A13",18.375535102502,85.9064189719253,21.7289291085423,24.8277621341336,6.04887400661707,26.7302126315275,12.4617231590772,9.93701434848017,4.41766270353297,5.55540438502771,17.7169967471751,29.8700018602182,5.4453223163031,3.46166853880325
"A14",20.33228912987,65.3572441458662,16.7226081516831,26.8592828423965,11.1841155843182,19.0429288863027,10.9539519151504,11.0825962195506,4.25308478465545,10.0661424692093,30.839765507223,48.428256630095,5.67034713723871,7.04408931929414
"A15",21.4682917575162,94.9058039958731,24.1137396341398,23.3406783870598,11.314065631528,23.4838139077713,6.57204985935439,10.4105023241555,6.23223108978999,10.7505999982497,21.6288293576066,63.9308522156675,6.47127256005891,7.38194524693952
"A16",21.6836251775964,82.5107631344303,12.2447289161893,18.7291342716751,9.13398694677756,26.162230709198,15.5069632165186,13.576904243504,5.09950830023649,8.60151173878896,30.6341780951588,42.4461321182437,7.48776676080714,8.22747046044459
"A17",21.9724734468049,100.131984725728,16.4498581273093,30.1387781320196,8.30022017519267,19.172071787025,15.4603317378027,10.977310540064,4.05117771551495,6.88884938370559,30.652062641794,46.9119584670275,6.76463676343208,6.63796427697967
"A18",21.577541588003,78.3944555799141,37.681777304285,24.5760498415921,11.8512797369873,21.8264089385571,12.017006642931,10.5481606119141,9.48039292240473,10.1951537904059,29.6994282469289,64.1808855386228,7.76625241649054,6.85735249115278
"A19",13.6721910470519,63.9733575832818,17.9265468774021,32.0383180085538,10.4013410764297,20.1162190216466,11.2125167444504,7.79829345387508,2.49936775314382,8.15803506990375,22.7414187832084,21.7974905846818,4.96305557212781,5.72475855353843
"A2",24.8449957757922,69.9033189881152,20.2167315129834,17.2992241694966,11.3932411404867,19.6435551291993,9.19324509865892,12.4651550995727,12.8575790600231,5.09146617092013,24.4697236339274,32.2570216978232,4.5030006244079,15.5509723292056
"A20",20.5881419948209,73.2311547281058,16.7922382987085,24.4219311288601,9.5348303721623,24.0331043422966,8.92058353204561,8.00962830925521,5.17398878897631,12.7703941306019,29.7654001433479,43.3046801416828,5.97093212152464,7.70908103735771
"A21",17.8113875438274,87.6416153286438,23.9678071332676,29.0326494113929,14.3186962025838,29.0266624611412,8.52418122748942,11.2369585728465,4.95065090647769,8.74963620458572,23.6530974649802,27.3276662932497,8.20061002432703,5.94637767395004
"A22",16.879043713223,58.899536981232,18.9501394212936,22.6377915158858,11.1017724143829,21.510335987688,10.7588027541207,12.0419339959208,6.20289144795748,11.4597346929414,27.819358046395,30.6990712409893,7.00520576561556,5.65696014951859
"A23",21.9487849510481,NA,24.6863114348682,17.0790201159043,11.3781903270274,25.8306746565178,6.79773690479522,11.1856693118485,10.3119298398596,10.2079233075869,24.8843322569888,29.3593026566151,4.87867820799536,5.12820189688797
"A3",23.2692774532702,76.2461126626655,37.5226187439025,25.4656145745731,10.2945316155025,19.1584393460262,9.06252568523273,11.43194713921,7.1095602410044,5.81903640703016,23.182760560675,17.7171815311112,9.09061369763897,8.5409250259828
"A4",14.3459805809486,51.0202518117684,18.0981775867232,103.122804149777,5.5496295159214,7.10047342855523,3.82337519872888,11.8345212466221,4.52247057949311,6.78570238838929,16.1926006858601,12.1338516303132,5.29769765336852,7.56132920892526
"A5",23.1091340410838,56.507779171978,21.3521235248825,23.1813355505065,10.6602467071078,26.0696057435816,11.375725482967,12.0282423408721,6.12472200023238,7.74206888543592,24.6561010455561,20.8511635723096,5.3601777263135,7.50391326565046
"A6",11.5756267164191,46.4935384992999,23.2160484526665,58.282670690508,4.10600087370593,10.941790825616,5.3951438278445,10.8941955576475,3.35446481371799,6.60972035235885,15.9396275278837,20.5690634565773,5.16439574226063,6.37414574277921
"A7",25.4785058155394,75.5388266689369,31.7965809868117,23.1881292772873,10.9904020186066,21.0893406601793,12.9109099443737,12.5693223871293,6.20385749201339,8.09491492317115,23.2197908722281,16.5959853063045,7.44299539162957,5.86671802492677
"A8",23.5854694862086,74.5131662681022,21.4680837385795,21.3215959564506,8.6297184923339,21.5215373115561,8.32717517905162,12.1902381441453,5.50395736280272,4.60999487346421,26.6873780213578,30.2629626513496,7.97269251487128,6.73810019883563
"A9",25.1786596917325,74.1909329200598,31.4107656291731,25.0004077276528,11.4635388919576,25.8163759081988,8.37584079642143,9.29734046982576,5.19416900147626,7.43887079363299,27.9788335142011,275.497129574729,6.30721462518384,7.128084180931
"B10",28.6484683182337,82.5890224231374,39.328556362721,16.2493449691089,14.2765652612881,19.2013032510488,9.09573969711192,13.1163013378272,6.61909653639329,8.67207475208058,25.6279957899087,27.2049545505051,5.71714559605034,8.26526976479333
"B11",19.3751555047836,100.224623812858,26.3776556136675,27.2833181621068,9.52626803290964,248.617820795597,13.7196605457517,9.38064033690036,4.77308424512054,12.101202792841,31.2045987206933,37.5577506132363,7.73824657774553,8.95983066837957
"B13",14.3285843502358,99.8491422110229,16.4867634433022,36.9090410261604,8.27490191906511,21.1392651685616,8.19794728773358,6.25132599857815,4.66206310704587,7.10519355023506,19.6742442764206,24.2333181269419,4.02024305046663,3.19542497218506
"B14",20.6378604578884,55.8808747193315,16.165586113402,25.3313704780205,10.3941749212369,22.300827739152,12.7289036490336,10.7530943616376,5.2581905462437,8.32392837856218,32.4452453822806,45.4400742639609,5.96066842955977,4.86892957425118
"B15",21.2847395543354,81.6088702391265,16.4206637874196,24.2803090024006,7.57859928266062,22.8992546698259,8.18718162957429,10.8167117524612,4.71439128070448,7.45626452878943,31.9570854116917,30.5238304640633,6.49010061721777,7.84104710163343
"B16",20.6670203105559,75.6788091480037,25.1023698314231,21.4736575311277,11.666441928953,16.0775529147447,10.6264314901536,12.3883053908658,5.20226582752172,7.61376763446985,42.6755805464917,35.2484106040221,8.23501132977242,5.31957637496041
"B17",21.2650657143119,63.6307447875056,21.7197032702843,19.3922724890896,13.5962555006189,20.7741554544113,5.73881415343755,12.8915348353223,4.11596214075648,8.87878051073989,29.4363477911233,39.8689192095275,5.80905364001729,5.76226054668021
"B18",18.1828923014999,58.6870858982407,103.308568737831,18.7888931126323,11.1176555436999,24.5452091945892,13.9789166501047,10.724193595019,5.54918958131975,9.91678992979022,30.4957438185364,37.635871496703,7.88953667569883,8.38513965531316
"B19",14.6528564883018,62.9540339194729,17.5160056584185,21.1374849168658,6.11844179199413,19.1488188375933,10.7473183445302,10.3254034449565,2.84449151534953,6.54102391651863,23.84577708898,29.5724764379546,5.68198948866028,6.45787386476339
"B2",20.435005860564,77.5038735520942,20.7229353966054,21.5591194119528,10.7283108714667,16.7215886475482,10.0626018541978,13.6215045474117,7.05254439130413,6.58538361178272,25.4114974152898,20.2715785713736,6.55497569266455,6.70251027165725
"B20",18.7792084532095,81.982126459886,24.4477294661212,32.0138142002781,9.0414606673966,14.9166360204572,12.5643806235279,11.2418211447138,4.70752888128163,10.4127261058088,31.01834569364,34.8368555692053,6.00316572066927,8.08775685545435
"B21",16.4561616300021,64.4822554864609,32.9769932335881,35.0383404588133,12.2090378140185,24.7906497024415,6.42880248002557,10.9058220586416,4.50333986511559,9.87804414901578,37.0295956546655,39.697131411818,4.97285536723291,6.62151122252646
"B3",24.010694627421,62.7353135082998,34.995105161379,31.0898099028771,11.4364893759551,23.4908986006908,8.45532379932655,11.565181666907,5.1625345357594,8.36332868222666,28.2097709487109,23.0193353420336,7.59436078945797,7.61110182625997
"B4",12.0246580888599,54.0188742982157,20.4757431813075,94.2965380159322,7.56000477637275,7.4295886882327,3.03176709518984,10.313581712581,3.89801510456584,6.36640945855555,16.6539357752616,19.6979220253039,4.34875619921529,7.9844348343241
"B5",23.1318562043473,59.1247718128915,19.1294915786472,22.4791015951886,9.79374468611105,20.1973891263732,9.5340140262989,11.7214069390461,4.35080282577285,7.70271219533416,20.6234826244988,19.7982636967458,5.5137888438242,7.25134313558949
"B6",14.7481336202822,46.0167259844453,15.0762990028724,74.2244333746329,4.08946079296868,10.1886171187561,4.93177664075113,10.4835702105847,1.99648813744907,8.7992588919297,15.043739987798,16.5780098288827,3.16768277653064,6.36497471812625
"B7",20.7364220009608,53.5323146233544,27.9809628810796,28.2677604983672,12.6542743406875,17.9829356787688,8.16133822363434,11.4803198963425,4.18230847034502,10.9391962079991,20.0323593252226,20.6924442893903,6.45972838207452,7.64381148865837
"B8",23.901814844147,73.9282624762892,19.9846358388192,21.1254316843456,8.07593298818106,18.4348293147361,7.48156488159768,12.0651898518466,4.07771701401446,12.8004020134388,26.9389245617475,28.4820914277236,6.29651643212495,6.9124346205077
"B9",21.0917974315713,72.440151993251,26.4931560433642,16.7381682511802,9.02659798175255,15.3379654959706,7.88123848190695,9.9163296183688,4.17291034269335,10.2252090327275,17.4442789673513,16.8656003308952,4.8273158905823,6.89346364366691
"C10",23.6427353984329,97.8344560607684,10.547022517586,28.0137590287257,10.7325262905433,30.7095426541118,8.81954733972346,12.7761024591633,6.12794132303421,9.95258826617598,44.1767215822036,32.2564699788825,5.48989273229339,7.34435211828337
"C11",11.501311352467,50.7526223452866,11.6539308769172,20.8913299989468,4.60503278958588,10.2406570858225,7.23674068636393,11.954126906473,4.39743862646792,8.24487642060459,24.7857526438179,21.5658953063516,4.31274294959715,5.82252444040373
"C13",10.0792867503619,88.2702125910624,19.64916084688,25.7006699297818,4.91663680945114,12.2096519623883,7.77612665292871,9.30818373902677,3.98770729834953,8.17759986428153,12.4741783986337,18.9399568468607,3.14464181573822,3.25255502696837
"C14",23.3858613719902,128.817787905288,23.9739821144323,22.7206010457422,9.58136267210626,16.9158218242327,7.91942269797383,11.2732495948041,4.11728721387595,10.8632744332906,31.1726235969073,41.7298490501366,6.13309172834261,7.05451262018303
"C15",19.1714020478505,77.4755568257533,29.8616084590579,26.0907165190283,12.8848360172737,23.2314372048564,11.4188169141265,10.6352292202206,5.46030487862019,10.9678851863837,27.6202087623709,35.6179821889971,7.2767306694634,6.63647697868082
"C16",21.9341399706576,91.0544675828987,23.8979631007448,27.2049106578297,7.51695645847849,24.4756578460145,7.89140587030347,11.4527619953594,5.95915407936919,12.1632244983609,29.5938358995472,33.2077944203422,4.70773828832244,7.48867232338407
