"WellName","Canx","Egfr","Nras","Errfi1","Gapdh","Kpnb1","Myc","P53","Rab7a","RhoA","Sec16a","Dnajc5","Rpap3","Slc2a1"
"A10",199.401834710744,121.167467307692,127.11376,90.6849363636364,170.401868571429,94.849445,99.0519873873874,102.2141965,172.649801652893,109.72477987013,195.022212962963,152.519106803279,42.1691301318267,180.588462264151
"A11",219.52993442623,151.29161627907,205.224232352941,89.6637674741266,183.252366666667,94.3583756944444,90.9963457831325,105.415011009174,175.073724770642,97.4927032258065,201.544164285714,156.742769614984,44.0444489051095,186.602869565217
"A13",329.95336,121.821113360316,141.467567337167,82.83613046875,198.770461538462,87.2531005025126,76.5936,141.057883721988,175.808080168776,107.352544491525,310.43005538462,187.626836904762,44.226850266809,NA
"A14",275.817670454545,168.155779069767,143.783123882506,89.239842685185,206.134989795918,96.7418184079602,86.9663525641026,116.648517757009,163.014541176471,106.713690430622,212.80672815534,211.053743498818,44.0025863984674,186.050028037383
"A15",181.245174603175,119.786175609756,407.687761576286,87.1284734265734,170.053828688525,100.796528323699,87.0947280487805,114.059134375,163.781238866397,107.453702473498,226.510448275862,322.977571232877,43.3122979547901,169.068058666667
"A16",194.330767567568,174.898861290323,162.62605,92.9284057268723,171.054785185185,95.9319569565217,98.0544117647059,121.638714769976,165.402029661017,98.0033306859206,180.127371900826,330.912825342466,42.8665609695974,161.220576666667
"A17",202.986727748691,127.971622222222,197.067979302824,89.1625679558011,184.900542056075,105.720002277433,93.2168759689923,332.1612913085,186.522463414634,104.369851704545,224.035118421053,421.744395244664,41.7515725709372,167.039505
"A18",185.87147826087,127.090540856848,170.514582142857,90.4568515789474,179.13513559322,97.272738585209,94.2203193181818,120.713705072464,174.412661870504,97.2555425867508,210.811392045455,381.937153977273,45.0291856569709,160.844896
"A19",184.448371134021,129.361456666667,155.79856097561,82.9256633802817,187.170704605263,98.0440975077882,115.769154966887,110.954513636364,161.860767326733,93.9427873831776,251.53628125,701.01552,44.2503194833154,185.752262244898
"A2",192.49715625,121.1267,120.727215217391,102.449225139529,191.596319672131,103.307947727273,82.302596875,96.7469908536585,170.603514583333,93.172514532872,172.228319327731,154.405163873943,51.023856442577,174.683344578313
"A20",167.224476190476,117.5566,285.905045833333,84.8982180672269,185.385761363636,94.3679153225806,89.795907,112.532772043011,165.92545483871,102.741529137529,254.564474226804,716.16486746988,45.5007342268041,193.973308411215
"A21",194.062791666667,125.182455555556,184.169279922784,91.5164601694915,202.522126829268,92.6462115919629,83.5990420731707,108.61014488189,162.268758842444,99.3747820224719,264.016180722892,760.981948862104,43.9692238012206,161.854449635037
"A22",162.269876811594,122.799744,166.400885151306,77.5794896631044,223.542434782609,106.349324087591,97.8265489051095,108.689765779468,163.999215311005,108.187523263889,250.894296610169,972.931972904,44.3793424137931,171.944917647059
"A23",194.122904255319,121.451584931507,224.008446560857,85.437125255102,199.656401639344,93.7033137704918,93.1604778571429,102.607330375427,181.699176470588,104.622007327586,177.981383458647,NA,NA,183.545625
"A3",188.127236714976,125.786383018868,139.057668627451,83.50595,181.231932758621,92.8143278145695,88.9156141414141,106.890932835821,180.459481171548,86.6731328125,167.451945945946,141.387051758242,43.7533024,159.136719
"A4",174.437389380531,100.247824324324,136.410610169492,78.8444744886423,159.0048575,80.2405345454546,83.4499509433962,119.165246774194,180.239312302839,89.6718675,160.651085470085,142.948663166808,46.15745398956,150.60043
"A5",195.575879032258,116.077042222222,136.06287972973,92.9641200680272,168.060535294118,95.5529167346939,91.2580699029126,99.5086778301887,186.955612,95.3520524539877,164.895016129032,142.392429523227,43.1547827205882,177.303713846154
"A6",187.081254237288,104.863580769231,148.250300785636,77.872043989071,168.910557746479,94.3508677042802,87.1724746478873,99.8127844660194,177.735801775148,92.407404735376,170.61884962406,182.054404477612,48.074210205528,139.788434482759
"A7",184.93722147651,127.865299615375,145.247680327869,89.7398455497382,173.463748344371,93.0538024096386,92.5241897637795,114.305933333333,178.12790797546,89.5123172093023,186.31728021978,155.138779427688,44.2939280867107,172.541243965517
"A8",178.262237288136,169.804587234043,142.865956818182,88.3980450867052,181.389221238938,93.149732599119,93.9254020833333,105.654484210526,187.018334231806,89.969760115607,184.459295857988,149.785662280702,43.8770138475022,178.876007777778
"A9",195.634246753247,132.237845833333,142.168074358974,91.9715457894737,429.424319444444,92.0677072649573,90.6729215189874,103.41609704142,175.123822966507,107.489568016194,422.015352941177,146.997782084691,41.9509268722467,157.929187628866
"B10",174.610482758621,106.556510714286,134.370088333333,92.7221876373626,148.298406930693,95.4798406113537,86.38272,104.346846341463,172.737274509804,92.8545020477816,169.111174863388,144.063838076622,42.5285719849246,171.540647058824
