"","WellName","Canx","Dnajc5","Egfr","Errfi1","Gapdh","Kpnb1","Myc","Nras","P53","Rab7a","Rpap3","RhoA","Sec16a","Slc2a1"
"1","A12",NA,165.945246640827,NA,NA,NA,NA,NA,NA,NA,NA,45.857486631016,NA,NA,NA
"2","B12",NA,153.682982194617,NA,NA,NA,NA,NA,NA,NA,NA,46.3222293201133,NA,NA,NA
"3","C12",NA,209.4271296875,NA,NA,NA,NA,NA,NA,NA,NA,44.8550958659218,NA,NA,NA
"4","D12",NA,136.804333719583,NA,NA,NA,NA,NA,NA,NA,NA,46.7022351778656,NA,NA,NA
"5","E12",NA,138.027486695545,NA,NA,NA,NA,NA,NA,NA,NA,44.5524497326203,NA,NA,NA
"6","F12",NA,133.278233794694,NA,NA,NA,NA,NA,NA,NA,NA,44.2964837057728,NA,NA,NA
"7","G12",NA,130.740878270762,NA,NA,NA,NA,NA,NA,NA,NA,43.4331725941423,NA,NA,NA
"8","H12",NA,132.977377119184,NA,NA,NA,NA,NA,NA,NA,NA,43.444127672209,NA,NA,NA
"9","I12",NA,129.739644723331,NA,NA,NA,NA,NA,NA,NA,NA,46.9453736920777,NA,NA,NA
"10","J12",NA,126.853022933011,NA,NA,NA,NA,NA,NA,NA,NA,44.1931612244898,NA,NA,NA
"11","K12",NA,131.126899120235,NA,NA,NA,NA,NA,NA,NA,NA,44.0622071428571,NA,NA,NA
"12","L12",NA,130.768480604357,NA,NA,NA,NA,NA,NA,NA,NA,43.2600719685039,NA,NA,NA
"13","M12",NA,141.148670021262,NA,NA,NA,NA,NA,NA,NA,NA,45.3162342532468,NA,NA,NA
"14","N12",NA,131.708447258297,NA,NA,NA,NA,NA,NA,NA,NA,46.6713387610619,NA,NA,NA
"15","O12",NA,152.454388771186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","P12",NA,150.328685674677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","M15",170.406718518519,128.135181850117,118.402964197531,103.9463,158.680387179487,100.923299393939,92.9938317460317,131.672080208333,94.3434114285714,159.797050520833,41.6433634615385,90.1664413333333,184.282814102564,NA
"18","M16",157.501386503067,141.737864812332,116.0825,96.5445637426901,164.226628409091,97.3870812785388,85.569835106383,118.507829545455,92.7966812182741,164.032405555556,42.3153365284974,90.0780924657534,169.022651162791,NA
"19","M17",162.232970344828,141.111826707235,118.557545,93.541968,168.669092777778,97.0225568345324,86.2291487804878,123.261332291667,92.7013715083799,170.097857142857,41.9778530405405,90.4287682065217,158.828151492537,NA
"20","M18",172.316520618557,143.394435273492,112.75624448275,92.6998226519337,171.554826530612,98.6102211590293,88.1250414634146,129.748412765957,92.5717702479339,151.913306321839,43.1595805142084,88.6132402684564,151.64992027972,NA
"21","M19",160.548450617284,145.858653768454,112.301525,101.351807978723,163.873908947368,97.9681104089219,96.91839035533,125.033254716981,90.0867415178571,154.568167664671,39.3333635568513,88.4044433420366,151.349,NA
"22","M20",166.097071428571,145.725465239295,96.9562510638298,96.9204492462312,144.619214,91.249451822504,90.4300551282051,131.6559,91.846483269962,146.647582014388,44.1002852201258,90.9833396061269,177.606971659919,NA
"23","M21",161.113811188811,151.445953795812,105.06425,NA,160.864904724409,95.4126626923077,89.6884315315315,125.643373684211,91.4761244897959,175.139278106509,41.198336299435,90.9938662131519,153.076681818182,NA
"24","M22",167.264486238532,178.512424174174,99.8109421052632,91.3124654320985,163.969585875706,101.580930188679,83.6548970149254,115.754886178854,92.639228358209,146.384716774194,42.7794618421053,88.5300986970684,153.31299270073,NA
"25","N15",175.421438121049,140.29579738781,117.572304347826,110.146386143045,161.6831152,95.7050796178344,94.0689221374046,128.954250632911,93.4662487394958,177.568183050847,43.8476867030965,90.419097799511,177.111456692913,NA
"26","N16",166.719603960396,146.977451997147,111.240093548387,100.606119736842,152.971860227273,NA,91.3904514285714,132.70695,95.4320425101215,173.898438538206,44.6470163934426,97.0824077731092,165.276978947368,NA
"27","N17",174.643,143.819278908189,116.322750877193,106.865152285488,173.89741,93.282387068975,93.9953594339623,120.220403571429,94.8693939759036,173.865103559871,45.0487843930636,92.0262069767442,163.555164285714,NA
"28","N18",158.77674301676,137.97739500998,115.187546620045,91.1415996059114,151.866453691275,102.263915056359,88.8244579545455,120.686934693878,90.8143713513514,165.314035087719,46.1098273037543,93.7768964948454,145.591234375,NA
