"Class","Compound","WellName_R1","WellName_R2","Canx_I","Dnajc5_I","Egfr_I","Errfi1_I","Gapdh_I","Kpnb1_I","Myc_I","Nras_I","P53_I","Rab7a_I","Rpap3_I","RhoA_I","Sec16a_I","Slc2a1_I"
"Arginine deaminase","Cl-Amidine (hydrochloride)","C8","D8",0.964575210507842,1.01724380809734,1.00074396360378,1.07459488750278,0.988710637676603,0.949812338542511,0.936566571812951,1.01077734339711,1.03674981646699,0.978966545126284,0.945100283924171,1.05586838661258,0.969175252597565,0.949339338887808
"Arginine deaminase","F-Amidine (trifluoroacetate salt)","C9","D9",1.0030677402437,1.06931483534551,0.844104921847398,1.03834543845589,0.997209406349562,1.0297457977596,1.00574656672049,1.03776757295791,1.02385717709496,0.985385760134541,0.956360882929218,1.03961911686738,0.96402846915674,0.985679556477713
"ATM","Mirin","O8","P8",0.966317513244456,1.04002653925065,1.26662715808162,1.0113391797485,1.02252829224838,1.03781013375143,0.952273544116537,0.96943064015745,0.988918798693146,1.03818736149112,1.00896583896315,1.00003033954724,1.05231119178731,0.977042470309492
"Bromodomain","(_)-JQ1","I4","J4",0.96156689062242,0.909438731392964,0.998727521296316,0.846691007143006,0.91776659957618,0.966691872715274,0.957873222642336,0.984335170747416,0.96841533374094,1.01562507403288,0.97550731129207,0.986670096756038,1.00905376089674,0.955895723633638
"Bromodomain","(+)-JQ1","I3","J3",0.889746112071661,0.886955655509562,1.07424461649219,0.864797770147757,1.70521390493605,0.981447292917896,0.893062833984045,0.880290283467355,0.944731457382773,1.02691913143364,0.990066967418637,0.924342832363332,0.972528710765585,1.13419180453078
"Bromodomain","Bromosporine","C21","D21",0.946226655111013,0.970535856935137,1.0702499052803,0.871927223298102,1.3913135536448,0.994557776029407,0.89137225143741,0.946001944999999,0.901952015644314,1.02995720006006,0.983449175593728,0.981497313245177,0.90922225721046,1.03308939041796
"Bromodomain","CPI-203","G15","H15",0.975563328880712,1.01702130067792,1.10453368537042,0.931233405381088,1.61556564853282,1.02186690602198,0.979092781697116,0.971180440984645,0.95970317534907,1.09146614254182,1.0356527509917,0.970508941506837,0.972528239769192,1.17639364484109
"Bromodomain","GSK2801","C22","D22",0.969679017517391,0.997270910866278,0.97696846448593,1.02096999784126,0.98860107422424,0.932880860025394,0.987847361603418,1.01463915039686,1.00210138223964,1.04808283792028,0.932171807649601,1.02581293710553,0.978986870439418,1.04397341505547
"Bromodomain","I-BET151","I2","J2",0.885568021970469,0.83234788319502,0.976470875928115,0.811413496102887,1.5680533098397,0.896730949827693,0.882581290915552,0.893841863503054,0.835458502024292,1.08583800609134,0.965608829683598,0.876631072322133,0.94889244736002,1.04704941528716
"Bromodomain","I-BET762","E2","F2",0.950283635628082,0.859701827928921,0.95795367638799,0.808505883466852,1.62343731617858,0.977477914790996,0.824768080705515,0.957700139882014,0.834869144458689,1.08999831409964,1.04262351025056,0.981705122998237,0.936737130577086,1.10931314959104
"Bromodomain","OTX015","G19","H19",0.954754815205093,1.00672151390126,1.05961934588778,0.883978333066668,1.95009398846207,0.988110174406346,0.919877161688007,0.94041877340142,0.926367947530294,1.04283795288035,1.00834286770153,0.981962519290396,0.972165390943207,1.16947754425826
"Bromodomain","PFI-1","G8","H8",0.934477538259753,0.972555493200962,0.94561388377868,0.967896539670071,0.946728920434446,1.01815742232929,0.946716124600877,0.960258429092181,0.993179617303744,1.04151835388401,1.00316370926547,0.97760017825996,0.951352266776194,1.01781100407113
"Bromodomain","PFI-3","E21","F21",1.01059195563601,1.03271851453425,1.00404869669069,0.990679863246385,0.965559898985225,0.961595681311904,0.972906455404978,0.996827418671495,1.02366171275911,0.9398885604211,0.997857849542804,1.00052655470472,0.951272716986881,0.988479568345366
"Bromodomain","RVX-208","I17","J17",0.973512074903984,1.03261778995747,0.950064262330845,1.01005823336115,0.983777159611627,0.999869247552179,0.985054063576504,1.03021731986372,1.00659478197698,1.0248943814429,0.997683481790229,0.961514163650942,0.952634038670038,1.04362719062422
"Demythylase","2-PCPA (hydrochloride)","M14","N14",1.00380598421049,1.07007562594317,1.02361799197727,1.00450305122069,1.0062339626738,1.02096021777883,1.00151470530868,1.00292978616599,0.975747156060491,1.03623219069217,1.03262277753821,0.964614791234282,1.00090727850603,1.01595507898993
"Demythylase","Daminozide","K6","L6",0.985472443290294,0.941980902553368,0.917494235533441,0.93956852040778,0.919542595117798,1.02930270860974,1.01608974612438,0.962559502032186,1.02682938539586,1.03121736302476,0.990955063134139,0.984476765918368,0.993420495308936,1.0573996636252
"Demythylase","GSK-J1 (sodium salt)","K7","L7",0.999640961912337,1.05115621654464,0.912044276060748,0.96910754089432,0.937019311624103,1.05742601952654,1.00414192918735,1.02756889063428,0.981416406482765,1.04010044256927,1.00365544890412,0.979129805477547,1.00896825699198,0.936144270862824
"Demythylase","GSK-J2 (sodium salt)","K8","L8",0.963472774340319,1.04009577930708,0.918877915451082,0.973327219446193,0.989906788426302,1.0640343491401,0.990785621932586,0.957597044296592,1.01308827517512,1.01321374160828,0.986771452674194,0.990407913223317,1.02259987717195,0.924073220187789
"Demythylase","GSK-J4 (hydrochloride)","K9","L9",0.950520917200308,1.03520542049981,0.914058285370348,1.0099740729402,0.851892638342618,1.0991654890509,1.06253619591757,1.0538416161395,1.00996009884092,1.07205180522181,1.04513349520362,0.965841413567281,1.0364441748488,0.918194406491639
"Demythylase","GSK-LSD1 (hydrochloride)","I21","J21",0.981333321326815,1.05587648995281,0.956066797498791,0.939637471505615,0.944558697292615,0.958553584362214,1.00052105556424,0.939343796776071,0.989255189720253,0.980035158831327,0.968004684331765,0.989202710554369,0.977698845957611,0.98668379045225
"Demythylase","IOX1","I9","J9",1.00541419710191,1.05638147013637,0.997211004484895,1.00676371854808,0.920978533973631,1.02432729156779,1.0017517793889,1.03292778754185,1.02808349084448,1.01121903700509,0.977115764700735,1.00258162612651,1.06495658679645,0.92756849748064
