"WellName","Canx","Egfr","Errfi1","Gapdh","Kpnb1","Myc","P53","RhoA","NRAS","Dnajc5","Rab7a","Slc2a1","Sec16a","Rpap3"
"A10",160.984626728111,264.413391950464,126.552836398467,136.0017,122.4987616,124.60154973262,109.190405263158,93.6233219885277,101.349979674797,106.227948201439,647.095260869565,277.32188866992,96.6812296875,113.442504494382
"A11",157.465399827139,317.492385819071,110.664174358974,154.810989353612,116.572057171717,171.419203478261,97.4943036036036,105.227660341556,98.6386693333333,105.33095,839.134779853125,222.629444444444,101.122410243902,118.09805025641
"A13",138.072883548568,283.135843538767,105.456553378378,156.540365789474,96.2526694835681,217.839611428571,100.715792857143,81.1325835552075,94.7302762886598,102.502924452555,182.659698120301,168.046494240838,90.5995802083333,84.472368627451
"A14",145.189727018044,244.594474141414,101.185071532847,166.91613639576,106.433605934718,138.001087124464,106.470109923664,88.4838272108844,97.8037641304348,117.464566886544,297.889503703704,277.003315010141,98.5161854700855,122.287329893238
"A15",145.327432361242,287.645028037383,112.080799337748,163.533621088435,113.671952424942,135.128579381443,100.679340601504,99.9972458047945,99.1063438709677,121.976207082153,222.216618263473,446.672452961683,97.323586631016,119.356856652361
"A16",143.367604455446,294.221437106918,99.4013151079137,153.35372,102.555726589595,146.347466304348,108.578927007299,107.350696465043,101.137559722222,113.623310134128,192.991827767528,388.437883979885,101.40999266055,120.48594904943
"A17",143.080237791829,286.187674330357,105.173098305085,167.876698555957,104.149389350649,173.58463313253,115.221012698413,99.1389537124803,98.7323215384615,109.1850256,240.038444,353.712423728814,100.847438202247,117.173406140351
"A18",142.41006511306,270.088557655502,126.712672674419,165.145566903915,109.034400226244,153.437134328358,106.99002992126,101.804989953988,114.970059354839,117.210773572377,194.062262315789,280.820519774011,102.839021702128,117.235781640625
"A19",121.176962423124,280.684326060606,104.358430666667,154.616107958477,99.8563345588235,130.240931441048,97.620143902439,87.5081285714286,94.1924191489362,111.543300473186,154.330920925342,229.390692946058,92.5699528169014,113.317380444444
"A2",153.123140076336,244.296043815514,97.6596128834356,154.635598688525,108.864053030303,122.258825581395,102.31358,80.8840753737907,101.307327083333,96.2468114583333,205.974872962227,123.53401,91.1451803991939,111.378576388889
"A20",141.633444311972,263.935218677043,103.727192307692,169.985638888889,110.0734852194,139.799141825095,101.700160606061,87.3876057518488,95.8997023148148,124.019089517625,182.199538725986,256.906205240175,100.521393852459,123.165778929766
"A21",133.117019653768,263.335736919831,106.215375652174,170.873308457711,114.155755314534,144.0297,101.339397029703,89.0991575805185,93.6735113861386,114.433046928105,167.707842686567,217.717146153846,101.365964705882,120.685027018634
"A22",133.917743801202,239.747943981481,102.00024516129,164.841785113269,111.144217619048,134.679433333333,104.438568907563,94.1525461593683,91.1806659340659,118.619347791165,178.765338878327,280.4232375,100.362646350365,117.58925920398
"A23",137.658950414136,NA,106.924392948718,148.916006862745,113.31343978022,137.381001619433,100.734210204082,88.1060199546485,94.2100125,114.168930434783,163.615486719542,186.504201930502,96.8457764150943,110.737238132803
"A3",150.184606514172,226.127211053985,117.953581642512,160.92166848249,108.507512436548,118.027065789474,101.688110280374,89.9616922821577,90.3943448979592,103.844155206287,200.531528978224,116.280129012346,106.420935472973,121.840475486381
